en_ar_DEEP	QuadClass
وخلال اجتماعاتها مع الرئيس غباغبو ووزيري الدفاع والأمن الداخلي، أُبلغت اللجنة بأن قرار تعبئة القوات المسلحة الوطنية كان يهدف إلى إخماد المظاهرة ومنع تنظيمها.	1
وأشاروا إلى أن الصومال سيظل في حاجة إلى قدر كبير من المساعدة في مجال بناء القدرات لضمان عدم تمكن عصابات القراصنة من العودة إلى مستويات الذروة.	2
53 - وبدأت الأمم المتحدة التخطيط لعقد اجتماع تقني بشأن تنمية القدرات في جنوب السودان من أجل تنسيق نهجها.	4
التقرير المتعلق بنتائج استعراض الأسماء المدرجة في القائمة الموحدة المبينة في الفقرة 25 من القرار 1822 (2008)، قيد النظر حاليا من قبل لجنة مجلس الأمن المنشأة عملا بالقرار 1267 (1999) بشأن تنظيم القاعدة وتنظيم القاعدة. حركة طالبان والأفراد والكيانات المرتبطة بها.	4
وكما هي الحال مع مسألة الروابط بين الاتجار بالمخدرات والإرهاب، فقد أدرجت قضية القرصنة على جدول أعمال المجلس من خلال حالات الصراع القائمة بالفعل، مع برزت الأوضاع الأفريقية - وأبرزها الصومال وخليج غينيا - بشكل بارز.	1
اعتمدت حكومة جمهورية مقدونيا، في جلستها المعقودة في 19 نيسان/أبريل 2011، قرارا بإنفاذ القيود الواردة في القرار المذكور أعلاه.	1
22 - ترأس فريق التحقيق التابع للجنة محقق رئيسي وضم أربعة محققين، محققتين متخصصتين في العنف ضد المرأة، وأربعة خبراء في الطب الشرعي ومحللين عسكريين.	2
يطلب إلى الأمين العام أن يضمن حصول موظفي الأمم المتحدة المشاركين في أنشطة صنع السلام وحفظ السلام وبناء السلام على التدريب المناسب في مجال القانون الإنساني الدولي وقانون حقوق الإنسان وقانون اللاجئين، بما في ذلك الأحكام المتعلقة بالأطفال والجنسين، ومهارات التفاوض والاتصال، والوعي الثقافي والتنسيق المدني العسكري، ويحث الدول والمنظمات الدولية والإقليمية ذات الصلة على ضمان إدراج التدريب المناسب في برامجها للموظفين المشاركين في أنشطة مماثلة.	2
وسيكون هناك خطر يتمثل في تركيز الاهتمام على الوضع على حساب المعايير.	3
'4` إعداد وتحديث جدول زمني منتظم، وشهري على الأقل، لأحداث التوعية أو الأنشطة المماثلة، يغطي فترات لا تقل عن ستة أشهر في المستقبل، ويتضمن معلومات عن الأنشطة الأخرى التي تقوم بها الدول والمنظمات الدولية والإقليمية ودون الإقليمية ذات الصلة؛ ولجنة مكافحة الإرهاب، واللجنة المنشأة عملا بالقرار 1267 (1999)، وغيرها من هيئات الأمم المتحدة؛	4
40 - خلال الشهر والنصف الماضيين، بذلت السلطات الهايتية بعض المحاولات الأولية لمعالجة قضايا إقامة العدل والاحتجاز.	3
3 - وقد أشرت في الفقرة 7 من مرفق رسالتي المؤرخة 8 آب/أغسطس 2005 إلى أن الضمانات النقدية الداعمة لخطابات الاعتماد الـ 249 التي انتهت صلاحيتها بحلول 31 كانون الأول/ديسمبر 2004 ستستمر في الاحتفاظ بها في حساب الأمم المتحدة للعراق حتى 30 تشرين الثاني/نوفمبر 2005. السماح بالدفع للبائعين في حالة استلام مستندات التصديق التي تؤكد شحن البضائع خلال فترة صلاحية خطاب الاعتماد. ومع ذلك، خلال المشاورات الأخيرة مع السلطات المعنية، طلبت حكومة العراق تمديد هذا الموعد النهائي لاستلام وثائق التصديق إلى 31 كانون الأول/ديسمبر 2005 وذلك لإتاحة وقت إضافي لتجهيزها.	4
ومن الجدير بالذكر أيضًا أن وزير الشؤون الاجتماعية بغرب دارفور وهو أيضًا نائب والي ولاية غرب دارفور، حمل أهالي القرية مسؤولية الدمار الذي أدى إلى نزوحهم الجماعي بحجة أنهم سمحوا لأبنائهم بالانضمام المتمردين واستخدام قراهم لأنشطة المتمردين.	1
ويؤكد المجلس ضرورة تقديم الأفراد الذين يحرضون على العنف أو يتسببون فيه ضد المدنيين في حالات النزاع المسلح أو الذين ينتهكون القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان إلى العدالة بالطريقة المناسبة.	4
وكانت هذه المساعدة السريعة لا تقدر بثمن، لأنها سمحت للمحققين بتحليل مكالمات هاتفية محددة للمشتركين بسرعة وتحديد أنماط الاتصال بين مجموعات معينة من المشتركين.	2
(ب) الأسلحة التقليدية 113 - استنادا إلى تحليله الشامل، يعتقد الفريق أيضا أن المجلس قد يرغب في أن يطلب من جميع الدول، ولا سيما البلدان المصدرة للأسلحة، ممارسة أعلى درجة من المسؤولية في المعاملات المتعلقة بالأسلحة الصغيرة والأسلحة الخفيفة. إلى 2. إقليم الحظر	4
29 - أُحرز تقدم ملحوظ في الإطار التشريعي والسياسي الشامل لقطاع الأمن، ولا سيما بإصدار الرئيس لقوانين الأمن الوطني والدفاع الوطني والأمن الداخلي في 21 نيسان/أبريل.	4
وازدادت صفوف الملتمسين والمتعاطفين معهم بشكل ملحوظ، منذ اليوم الثاني للاحتجاج فصاعدا، مع وصول أطراف ثالثة، وخاصة أعضاء المجموعة المعروفة باسم كوليماو 2000.	4
وأمر المقدم فالور الجنود بالرد على إطلاق النار.	1
وإذ يكرر دعوته الأطراف ودول المنطقة إلى التعاون بشكل أكمل مع الأمم المتحدة ومع بعضها البعض وتعزيز مشاركتها لإنهاء المأزق الحالي وإحراز تقدم نحو التوصل إلى حل سياسي،	2
وفي اجتماع مع مكتب الأمم المتحدة المعني بالمخدرات والجريمة في 5 آب/أغسطس، أوضح وزير العدل الجديد الجهود التي تبذلها الحكومة الجديدة لتجديد الوحدة لمواءمتها مع أهداف مبادرة ساحل غرب أفريقيا. وفي 27 تشرين الأول/أكتوبر، اعتمد أكثر من 100 عضو في البرلمان وممثلي الحكومة إعلانا سياسيا يؤكد مجددا التزام غينيا - بيساو بدعم المبادرات الرامية إلى مكافحة الجريمة المنظمة العابرة للحدود الوطنية، بما في ذلك الاتجار بالمخدرات والفساد وغسل الأموال والإرهاب. ودعوا إلى مواصلة دعم الأمم المتحدة لتعزيز المؤسسات الوطنية في هذا المجال.	4
ثالثا. معلومات أساسية 17 - شهدت الأشهر الماضية صدور العديد من التقارير والتوصيات المؤثرة المتعلقة بالجزاءات المتعلقة بالإرهاب، بما في ذلك خطاب الأمين العام بمناسبة الذكرى السنوية للهجمات الإرهابية التي وقعت في 11 آذار/مارس 2004 في مدريد وتقريره اللاحق المعنون "في جو من الحرية أفسح: نحو التنمية والأمن وحقوق الإنسان للجميع" (A/59/2005 و Add.1-3).	4
وفي حين أن العدد الدقيق للنازحين وعدد القرى المدمرة لا يزال يتعين تحديده، فإن النزوح الجماعي وتدمير القرى هما حقائق لا جدال فيها.	1
ويُلزم الإعلان الدول المشاركة بدعم البرامج المتعلقة بالحد من العنف المسلح من منظور التنمية وحقوق الإنسان.	4
وإذ يعربون عن رغبتهم في توحيد قواهم وتعزيز الانسجام المجتمعي بين جميع مكونات مجتمع أزواد؛	2
إن برامج سبل العيش البديلة التي تستهدف المجتمعات المحلية، والوصول إلى الأسواق، وبناء الطرق والبنية التحتية البحرية التي تعزز مصايد الأسماك والتجارة من خلال المساعدة الإنمائية ستجعل المكاسب التي تحققت من خلال جهود مكافحة القرصنة أكثر استدامة.	2
إن توفير مساحة إضافية لضحايا الإرهاب للمساهمة في المناقشة يمكن أن يساعد في مكافحة التحريض بشكل أكثر فعالية. هـ- برامج التأهيل	2
8. وقد وفرت الحدود التي يسهل اختراقها وهياكل الدولة الضعيفة في جنوب ليبيا بيئة مواتية لزيادة تواجد وأنشطة الجماعات الإرهابية في منطقة الساحل.	1
(ف) حظر إساءة معاملة المقاتلين الأعداء العاجزين عن القتال والالتزام بمعاملة المقاتلين الأعداء الأسرى معاملة إنسانية؛	1
وأُحرقت الأكشاك في السوق في تايبيسي مرة أخرى في اليوم التالي، وهوجم أحد أفراد الشرطة الوطنية في المنطقة خارج أوقات العمل.	1
4 - يحث المديرية التنفيذية للجنة مكافحة الإرهاب على مواصلة تعزيز دورها في تيسير المساعدة التقنية لتنفيذ القرار 1373 (2001) الرامي إلى زيادة قدرات الدول الأعضاء في مجال مكافحة الإرهاب عن طريق تلبية احتياجاتها في مجال مكافحة الإرهاب؛	2
وإذ نؤكد على الدور المركزي للأمم المتحدة في الحرب العالمية ضد الإرهاب، ونرحب باعتماد الجمعية العامة لاستراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب (A/RES/60/288) المؤرخة 8 أيلول/سبتمبر 2006، وإضفاء الطابع المؤسسي على مكافحة الإرهاب - فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب وفقا لقرار الجمعية العامة 64/235 المؤرخ 24 كانون الأول/ديسمبر 2009، الأمر الذي سيزيد من تعزيز جهود فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب لضمان التنسيق والاتساق الشاملين في جهود مكافحة الإرهاب التي تبذلها منظومة الأمم المتحدة، بما في ذلك جهود مكافحة الإرهاب. الميداني، والدعوة إلى تعزيز مشاركة الدول الأعضاء في عمل فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب (A/64/297)،	2
وتثبت الأدلة أن ستة من جنود قوات الدفاع يشتبه بشكل معقول في ارتكابهم جرائم قتل.	3
كما أصبحت التفجيرات الانتحارية اتجاها.	1
:: تقديم أولئك الذين يمولون أو يخططون أو يدعمون أو يسهلون أو يرتكبون أعمالاً إرهابية إلى العدالة، مع مراعاة مبدأ "التسليم أو المحاكمة" على وجه الخصوص، وفقاً للقانون الدولي، بما في ذلك قانون حقوق الإنسان	3
وبالإضافة إلى ذلك، قدم الاستعراض بيانات مفيدة فيما يتعلق بتأثير نظام الجزاءات، حيث يبين أي الأفراد والكيانات هم الأكثر - والأقل - تأثرا به، سواء لأنهم خارج نطاق سيطرة الدولة جغرافيا أو لأن هناك عوامل أخرى تقوض التنفيذ .	1
o في 6 تشرين الثاني/نوفمبر 2014، أسقطت قوات النظام صواريخ على مدرسة دارة عزة في حلب، مما أدى إلى إصابة 7 أشخاص وتدمير 3 فصول دراسية والطابق الثاني بأكمله.	1
النظر في اعتماد استثناءات عامة من العقوبات الاقتصادية والمالية المستهدفة التي أقرها مجلس الأمن من أجل تسهيل تقديم المساعدات الإنسانية.	1
وفي شمال دارفور، اكتظ أكبر مخيم للنازحين داخلياً في الولاية، أبو شوك، بأكثر من 20,000 من الوافدين الجدد من أعمال العنف في العديد من المواقع خلال الشهرين الماضيين.	2
وأي تحسين في الإجراءات القانونية الواجبة يقلل من مخاطر اتخاذ قرار سلبي قد يؤدي إلى تعقيد التنفيذ.	2
مستشار للشؤون الجنسانية في مكتب الدعم الإقليمي التابع لبرنامج الأمم المتحدة المشترك المعني بفيروس نقص المناعة البشرية/الإيدز لشرق أفريقيا والجنوب الأفريقي، يقدم المشورة في مجال السياسات والمشورة الفنية لإدماج قضايا المرأة وفيروس نقص المناعة البشرية/الإيدز في البرامج الوطنية لمكافحة الإيدز.	2
"ويؤكد مجلس الأمن من جديد أن الدول مطالبة بمنع التوريد أو البيع أو النقل بشكل مباشر أو غير مباشر إلى تنظيم الدولة الإسلامية وجبهة النصرة وجميع الأفراد والجماعات والمؤسسات والكيانات الأخرى المرتبطة بتنظيم القاعدة من أراضيها أو من قبل رعاياها خارج أراضيها أو استخدام السفن أو الطائرات التي ترفع علمها، للأسلحة والأعتدة ذات الصلة بجميع أنواعها بما في ذلك الأسلحة والذخائر والمركبات والمعدات العسكرية والمعدات شبه العسكرية وقطع الغيار لما سبق ذكره، والمشورة الفنية أو المساعدة أو التدريب المتعلقة بالأنشطة العسكرية، فضلا عن دعواته للدول إلى إيجاد سبل لتكثيف وتسريع تبادل المعلومات العملية المتعلقة بالاتجار بالأسلحة، وتعزيز تنسيق الجهود على المستويات الوطنية ودون الإقليمية والإقليمية والدولية.	2
7. يؤكد من جديد أن إنهاء الإفلات من العقاب أمر ضروري إذا كان للمجتمع الذي يعيش في صراع أو يتعافى من الصراع أن يتصالح مع الانتهاكات التي ارتكبت في الماضي ضد المدنيين المتأثرين بالصراع المسلح ولمنع ارتكاب مثل هذه الانتهاكات في المستقبل، ويوجه الانتباه إلى النطاق الكامل لآليات العدالة والمصالحة التي يتعين النظر فيها، بما في ذلك المحاكم الجنائية الوطنية والدولية و"المختلطة"، ولجان الحقيقة والمصالحة، وتلاحظ أن هذه الآليات لا يمكن أن تعزز المسؤولية الفردية عن الجرائم الخطيرة فحسب، بل أيضا السلام والحقيقة والمصالحة وحقوق الضحايا. ;	4
ومن شأن التنفيذ الكامل والشامل لحظر السفر أن يحقق مكاسب حقيقية في مكافحة إرهاب تنظيم القاعدة/طالبان، ولكن الأدلة تشير إلى أن تأثيره الحالي محدود.	4
4 - وقد وفرت الزيارات المتبادلة الرفيعة المستوى بين العراق والكويت، التي جرت مؤخرا، بيئة إيجابية لاتصالات المنسق مع ممثلي العراق والكويت وكذلك مع الأعضاء الآخرين في اللجنة الثلاثية ولجنتها الفرعية الفنية، التي تظل الهيئة الرئيسية للجنة الثلاثية. التعامل مع قضية الأشخاص المفقودين منذ حرب الخليج 1990-1991.	2
27 - يقرر أنه عندما تقدم الدولة صاحبة اقتراح الإدراج طلبا للشطب من القائمة، ينتهي شرط اتخاذ الدول للتدابير المبينة في الفقرة 1 من هذا القرار فيما يتعلق بذلك الفرد أو المجموعة أو المؤسسة أو الكيان بعد 60 يوما ما لم تقرر اللجنة ذلك بتوافق الآراء. قبل نهاية فترة الستين يومًا تلك، يجب أن تظل الإجراءات سارية فيما يتعلق بذلك الفرد أو المجموعة أو المؤسسة أو الكيان؛ شريطة أنه، في الحالات التي لا يوجد فيها توافق في الآراء، يقوم الرئيس، بناءً على طلب أحد أعضاء اللجنة، بإحالة مسألة ما إذا كان سيتم شطب ذلك الفرد أو المجموعة أو المؤسسة أو الكيان من القائمة إلى مجلس الأمن لاتخاذ قرار في غضون فترة 60 يومًا. أيام؛ ويشترط كذلك أنه في حالة تقديم مثل هذا الطلب، يظل شرط اتخاذ الدول للتدابير الموضحة في الفقرة 1 من هذا القرار ساريًا طوال تلك الفترة فيما يتعلق بذلك الفرد أو المجموعة أو المؤسسة أو الكيان حتى يتم حل المسألة قرره مجلس الأمن؛	2
وقد أدى دفع مبالغ ضخمة للفدية إلى تنظيم القاعدة والجماعات التابعة له في السنوات الأخيرة إلى جعل الاختطاف تكتيكاً أساسياً للقاعدة.	1
33 - ولذلك، وبدعم من المجتمع الدولي وأطراف النزاع، سيتم تنفيذ اتفاق وقف إطلاق النار بشكل جدي وإنجازه.	4
واجتمع الفريق بقادة الحركة الوطنية لكوت ديفوار في بواكي، وكذلك مع منظمات حقوق الإنسان الرائدة، ومنظمات المجتمع المدني والسلام، وكبار مسؤولي الكنيسة، والمسيحيين والمسلمين، وفريق الأمم المتحدة القطري، وأعضاء السلك الدبلوماسي والأفراد العسكريين.	4
57 - وبدعم من الجهات المانحة، تمت إعادة بناء حوالي 000 20 منزل حتى الآن هذا العام للأسر الضعيفة التي تعرضت منازلها لأضرار بالغة أو دمرت أثناء النزاع.	2
وفي الختام، أوضح الفريق سينغا أنه منذ مارس 2012 شهدت قوة الأمم المتحدة لمراقبة فض الاشتباك قتالاً بين جماعات المعارضة والجيش السوري في المنطقة الفاصلة، وهو ما يشكل انتهاكاً واضحاً لتفويضها.	1
كما دعوا القوات الجديدة إلى أن تبدأ، في أقرب وقت ممكن، قبل 15 تشرين الأول/أكتوبر، ودون شروط مسبقة، عملية التسريح ونزع السلاح وإعادة الإدماج، التي وافقوا عليها في أكرا. وشددوا على ضرورة نزع سلاح جميع الجماعات شبه العسكرية والميليشيات.	4
اقترحت الدانمرك، باعتبارها عضوا حاليا في مجلس الأمن، أن تنشئ اللجنة آلية مراجعة مستقلة، في شكل أمين مظالم، يمكنه قبول الالتماسات مباشرة من الأطراف المدرجة في القائمة التي تدعي أنها أدرجت بشكل غير عادل في القائمة وغير قادرة على الحصول على تم شطبها من القائمة.	4
كما أن الأسماء غير المحددة بشكل جيد قد تؤدي إلى تطبيق العقوبات على الأشخاص الخطأ.	3
58 - لقد شعرت بقلق بالغ عندما أغلقت الجمهورية العربية السورية، بعد وقت قصير من انسحاب القوات السورية والأصول العسكرية وأجهزة المخابرات، حدودها مع لبنان أمام سائقي الشاحنات اللبنانيين.	1
ويبدو أن الغرض منها هو أن تنتقل قوات حركة تحرير الكونغو/التجمع الكونغولي من أجل الديمقراطية-جناح من مدينة إلى أخرى لتدمير كل ما يمكن أن تقع أيديهم عليه.	1
تتمتع المنطقة بحضور ونفوذ منخفضين للقوات المسلحة المعارضة، حتى لو كانت هذه القوات تستخدم طرق النقل وتعتمد على ملاجئ في مقاطعة فرح.	2
560 - ومن الضروري أن نضيف أن فكرة مسؤولية الرئيس تنطبق أيضا على النزاعات المسلحة الداخلية، حسبما أقرته المحكمتان الدوليتان بشكل رسمي. والرأي القانوني للدول له نفس الأثر.	4
80 - لدى أربع دول قوانين شاملة لمكافحة الإرهاب.	2
ثانياً، كان هناك تدمير واسع النطاق للقرى في مختلف أنحاء ولايات دارفور الثلاث.	1
"ويؤكد مجلس الأمن من جديد التزامه بالتنفيذ الكامل والفعال لقراراته المتعلقة بحماية المدنيين في الصراعات المسلحة، ويشير إلى البيانات السابقة التي أدلى بها رئيسه بشأن هذه المسألة.	4
"ويدين مجلس الأمن انتهاكات القانون الدولي لحقوق الإنسان والقانون الإنساني الدولي التي ارتكبها أفراد القوات المسلحة لجمهورية الكونغو الديمقراطية، بما في ذلك عمليات الاغتصاب الجماعي التي ارتكبت في مينوفا في 24 تشرين الثاني/نوفمبر 2012، ويهيب بحكومة جمهورية الكونغو الديمقراطية أن تقوم على وجه السرعة بإلقاء القبض على الأشخاص وتقديمهم إلى العدالة وتقديمهم إلى العدالة. ومحاسبة المسؤولين عن مثل هذه الانتهاكات، بغض النظر عن رتبهم العسكرية.	1
إجراء ودعم عمليات تبادل منتظمة للمعلومات بين اللجنة ولجنة مجلس الأمن المعنية بالجزاءات المفروضة على حركة الطالبان وتنظيم القاعدة والأفراد والمنظمات المرتبطة بهما، المنشأة بموجب قرارات مجلس الأمن 1267 (1999) و 1333 (2000) و 1390 (2002)، ذو أهمية في الوقت المناسب.	2
وإذ يكرر كذلك التزام الدول الأعضاء بمنع تحركات الجماعات الإرهابية، وذلك بوسائل منها فرض ضوابط فعالة على الحدود، والقيام، في هذا السياق، بتبادل المعلومات على وجه السرعة، وتحسين التعاون بين السلطات المختصة لمنع تحرك الإرهابيين والجماعات الإرهابية من وإلى من أراضيها، وتوريد الأسلحة للإرهابيين والتمويل الذي من شأنه أن يدعم الإرهابيين،	4
وواصلت بعثة منظمة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية تقديم المساعدة الفنية في مراجعة ملفات السجناء لتحديد حالات الاحتجاز الطويل قبل المحاكمة لعرضها على السلطات القضائية، بهدف الحد من الاكتظاظ في السجون.	2
"ويعرب مجلس الأمن عن استعداده للنظر في التوصيات المحددة الصادرة عن فريقه العامل المعني بالأطفال والصراعات المسلحة بشأن الانتهاكات والتجاوزات المرتكبة ضد الأطفال من جانب الأطراف المدرجة في ملاحق تقارير الأمين العام، أينما حدثت، بهدف النظر في اتخاذ إجراءات بشأنها، دون إصدار حكم مسبق أو ضمناً على قرار من جانب مجلس الأمن بشأن إدراج حالة معينة في جدول أعماله أم لا.	4
"ويدعو مجلس الأمن الطرفين إلى الامتناع عن استخدام القوة وتسوية خلافاتهما بالوسائل السلمية، وتطبيع علاقاتهما، وتعزيز الاستقرار بينهما، وإرساء الأساس للسلام المستدام في المنطقة.	4
ومن المسائل الرئيسية التي يعترف بها الجانبان مسألة إزالة أسماء الطالبان من القائمة الموحدة المنشأة عملا بالقرارين 1267 (1999) و 1333 (2000)، وهي مسألة تقع ضمن نطاق سيطرة اللجنة وحدها.	4
وتفيد التقارير بأن أعمال التدمير الوحشية، التي تتجاوز بكثير أي ضرورة عسكرية، قد ارتكبت على يد القوات الحكومية في معظمها.	1
33 - ومن بين الأشخاص المرتبطين بتنظيم القاعدة والمدرجين في القائمة الموحدة والبالغ عددهم 203 أشخاص في نهاية كانون الثاني/يناير 2006، تم إلقاء القبض على ما لا يقل عن 111 (55 في المائة) لارتكابهم جرائم جنائية أو إدانتهم أو توجيه تهم إليهم، ومعظمهم لارتكاب جرائم خطيرة و/أو تهم بارتكابها. أو جرائم العنف التي تتراوح بين القتل والمشاركة في أعمال إرهابية مثل تفجيرات السفارات في شرق أفريقيا عام 1998، وهجمات 11 سبتمبر 2001 في الولايات المتحدة، وتفجيرات بالي عام 2002.	1
6 - وفي الفقرة 19 من تقريري المؤرخ 30 آب/أغسطس 2004 (A/2004/703)، أشرت إلى أن "عملية نزع سلاح أفراد قوات الدفاع الشعبي قد بدأت. وقد شهدت بعثة التحقق المشتركة الثانية مراسم تسريح نحو 300 جندي في غرب دارفور."	1
ومع ذلك، وعلى الرغم من هذا الوجود المتزايد، أدى موسم حصاد البندق إلى تصاعد الأنشطة الإجرامية، بما في ذلك 3 حوادث إطلاق نار، وحادث قتل واحد، و4 عمليات اختطاف، و40 عملية سطو مسلح.	1
19 - واستهدفت الجماعات المتطرفة أيضا المقاولين المدنيين العاملين لصالح البعثة المتكاملة. وفي 12 تشرين الأول/أكتوبر، أوقفت عناصر مسلحة شاحنة متعاقد عليها ودمرت الشحنة التي تحمل علامات واضحة، دون أن يصاب السائق بأذى. وفي 6 تشرين الثاني/نوفمبر، اصطدمت شاحنة مقاول مدني بجهاز متفجر على بعد 40 كيلومترا جنوب السترات (منطقة غاو)، مما أدى إلى إصابة ثلاثة أشخاص. وفي 8 تشرين الثاني/نوفمبر، أوقفت عناصر مسلحة شاحنتين مدنيتين متعاقدتين مع البعثة المتكاملة، وسرقتا السائقين وهددتا بحرق شاحنتيهما إذا واصلا العمل في البعثة.	1
وقد طُلب منه المساعدة في تصوير عملية إخراج الموكب بتاريخ 14 شباط/فبراير 2005 خلال اللقاء مع قاضي التحقيق، لكن لم يذكر أي شيء آخر عن إخراج سيارات الموكب من مسرح الجريمة.	4
(ز) الأفراد أو الكيانات الذين يدعمون الجماعات المسلحة غير المشروعة في الجزء الشرقي من جمهورية الكونغو الديمقراطية من خلال الاتجار غير المشروع بالموارد الطبيعية؛	1
32 - يطلب إلى الأمين العام أن يدرج في تقاريره المقدمة إلى المجلس عن الحالات الخاصة ببلدان معينة معلومات أكثر شمولا وتفصيلا فيما يتعلق بحماية المدنيين في الصراعات المسلحة، بما في ذلك الحوادث المتعلقة بالحماية والإجراءات التي تتخذها أطراف الصراع المسلح من أجل حماية المدنيين في الصراعات المسلحة. تنفيذ التزاماتها باحترام وحماية السكان المدنيين، بما في ذلك المعلومات الخاصة باحتياجات الحماية للاجئين والمشردين داخليًا والنساء والأطفال وغيرهم من الفئات الضعيفة؛	2
تطوير وتنفيذ بيان سياسة المساواة بين الجنسين، وسياسة شاملة بين الجنسين وخطة عمل لتعميم مراعاة المنظور الجنساني على مستوى الإدارة مع الأهداف والأنشطة والمؤشرات والجداول الزمنية لكل مجال وظيفي. تطوير أدوات التدريب والمبادئ التوجيهية.	2
57 - ومع ذلك، تظل الحقيقة هي أن تمويل الإرهاب لا يتبع أي نمط واضح، وخاصة بالنسبة للخلايا المحلية التي تجمع الأموال لدعم أنشطتها الخاصة.	1
اجتماع خبراء اتفاقية الأسلحة البيولوجية	1
إلا أن المكتب يرى أنه لا ينبغي الانتظار حتى نهاية الإجراءات القضائية في المحكمة ليحصل ضحايا الجرائم التي تتم محاكمتها على المساعدة.	4
"ويكرر مجلس الأمن دعمه الكامل للقوة المتعددة الجنسيات التابعة للجماعة الاقتصادية والنقدية لوسط أفريقيا، ويدعو إلى مواصلة إعادة هيكلة قوات الدفاع والأمن في جمهورية أفريقيا الوسطى.	4
3. تعقيدات منع الصراعات وحلها	1
إن كافة الدول لديها سياسة لمكافحة الإرهاب، كما أن الغالبية العظمى منها على دراية بتنظيم القاعدة وحركة طالبان، على الرغم من أن العديد منها قد لا يكون التركيز الأساسي لها على القائمة الموحدة.	2
وفي مايو/أيار 2000، قاد الترابي انشقاقاً عن المؤتمر الوطني الحاكم، وأنشأ في الواقع حزباً جديداً أطلق عليه اسم "المؤتمر الشعبي".	2
160. كما ورد في الفقرات من 89 إلى 94 أعلاه، قام وزير الداخلية بتسليح مدنيين، زُعم أن بعضهم تورط فيما بعد في ارتكاب أعمال إجرامية.	1
وهذا من شأنه أيضا أن يساعد في تعزيز التعاون الإقليمي في مجال مكافحة الإرهاب.	4
وينص تعديل القانون رقم 61/1996 (القانون رقم 284/2004 المؤرخ 8 أبريل 2004، والذي أصبح ساري المفعول اعتبارا من 1 سبتمبر 2004 - قانون مكافحة غسل الأموال الجديد) على أنه يجوز لوحدة التحليل المالي تبادل المعلومات مع السلطات الأجنبية التي تتمتع بنفس الاختصاص، إما ضمن النطاق الذي تحدده معاهدة دولية أو على أساس المعاملة بالمثل.	4
الاجتماع المواضيعي لمجلس الأمن بشأن مكافحة الإرهاب	4
ووفقاً لقائد كبير في القوات المسلحة، يتم تجنيد جنود استخبارات الحدود مباشرة في الجيش بنفس الطريقة التي يتم بها تجنيد الجنود النظاميين.	1
61 - وتتمثل حماية المدنيين في شرق تشاد في ما هو أكثر من مجرد ضمان الأمن الجسدي للاجئين والمشردين والعاملين في المجال الإنساني، وتوفير الدعم اللوجستي والهياكل الصلبة للمفرزة الأمنية المتكاملة.	2
باختصار، الاغتصاب هو أي اعتداء جسدي ذي طبيعة جنسية يتم دون موافقة الضحية، أي بالقوة أو الإكراه، كالخوف من العنف أو الإكراه أو الاحتجاز أو استغلال بيئة قسرية.	1
وتلاحظ اللجنة بقلق المخالفات التي حدثت في مخزونات الأسلحة لدى قوات الدفاع التيمورية على مدى عدة سنوات.	3
وقد سلم السيد برالو، الذي اتهمته المحكمة الدولية ليوغوسلافيا السابقة بارتكاب جرائم حرب، نفسه في 10 تشرين الثاني/نوفمبر وتم نقله إلى لاهاي في 11 تشرين الثاني/نوفمبر 2004.	2
وتم تدريب ما مجموعه 179 ضابطا من الشرطة الوطنية (59 امرأة) و 93 ضابطا من شرطة البعثة (12 امرأة).	1
وتشير التحقيقات التي أجرتها بعثة الأمم المتحدة لتحقيق الاستقرار في هايتي والشرطة الوطنية الهايتية في عملية الاختطاف والقتل اللاحق إلى أن الجريمة كانت ذات دوافع سياسية، لكنها لم تتمكن من تحديد المسؤولية بشكل قاطع.	1
"ويشير مجلس الأمن إلى أن أوامر الاعتقال التي أصدرتها المحكمة الجنائية الدولية بحق جوزيف كوني، وأوكوت أوديامبو، ودومينيك أونغوين بتهم منها جرائم حرب وجرائم ضد الإنسانية، بما في ذلك القتل والاغتصاب وتجنيد الأطفال عن طريق الاختطاف، لم تصدر بعد حتى الآن وينبغي إنفاذها، ويدعو جميع الدول إلى التعاون مع السلطات الأوغندية والمحكمة الجنائية الدولية من أجل تنفيذ تلك الأوامر وتقديم المسؤولين عن الفظائع إلى العدالة.	1
ونظرًا للوقت الذي قضاه بالفعل، تم إطلاق سراح رجال الشرطة في الأسبوع الأول من شهر مارس. وفي 8 مارس/آذار 2008، كتب لي السيد عبد العزيز ليحتج على أن الإفراج المبكر عن رجال الشرطة كان بمثابة "عرض للإفلات من العقاب" من جانب السلطات المغربية على أفعال رجال الشرطة.	1
وفي كثير من الأحيان، فإن الضحايا الذين يمثلهم محامون هم وحدهم الذين يحصلون على مستوى مرض من التعويض.	2
وعلى أقل تقدير، ينبغي أن تتضمن هذه المبادئ توضيحاً من جانب القيادة العليا للبعثة لفهمها لحماية المدنيين والأدوار والمسؤوليات التفصيلية داخل البعثة في القيام بهذه الأنشطة، والتعامل مع التهديدات المنخفضة المستوى المستمرة اليومية والأزمات المحتملة.	2
