ar_en_DEEP	QuadClass
77 - This section briefly addresses the various groups that have an active role in the armed conflict in Darfur.	4
It was common in the past for the authorities to send entire families to political prison camps for political crimes committed by a relative (including ancestors up to the third generation) on the basis of the principle of criminalization by association.	1
1 - Pursuant to paragraph 4 of Security Council resolution 1956 (2010) which requires the Government of Iraq to report to the Security Council no later than 1 May 2011 on progress towards the transition to a post-Development Fund for Iraq mechanism, we wish to inform the Security Council that the Government of Iraq has completed the procedures to ensure a full and effective transition to a post-Development Fund for Iraq mechanism. These procedures have taken into account the following:	2
(b) Continue to strengthen security at border entry points and along open borders to prevent and suppress the cross-border movement of terrorist shipments of weapons/explosives, as well as negotiable and bearer currencies and instruments, and implement the best international rules and standards established by specialized agencies such as the International Civil Aviation Organization and the Maritime Organization International and World Customs Organization;	2
Regardless of the motive, if the attackers had intended to annihilate the group, they would not have spared one of the brothers.	1
He went on to say that those who wish to destabilize the country will only be defeated by the rule of law, reinforced by well-trained Iraqi forces, supported by a thriving infrastructure and economy, and deriving its momentum from a free and fair election process.	2
89 - The security forces are regular national forces whose mission is to protect Sudanâs internal and external security, monitor related incidents, analyze their implications and dangers, and recommend measures to prevent them ().	1
There is one country that has neither developed a strategy to combat terrorism nor established the required organizational structures.	3
In the view of the Coordinator, a view shared by his interlocutors, such missions could become the centrepiece of an effective operational mechanism that would set clear benchmarks for progress in the search for missing persons, as indicated in my comprehensive report (S/2009/190, para. 16).	4
Efforts must be made from the outset to ensure coordination with law enforcement bodies and other national authorities; developing appropriate national legal frameworks; Strengthening the capacity of judicial and law enforcement systems.	4
6 - Convention for the Suppression of Unlawful Seizure of Aircraft, signed at The Hague on 16 December 1970; It was ratified by the Socialist Republic of Czechoslovakia on 6 April 1972, and entered into force on 6 May 1972.	1
However, terrorism will still have supporters, especially in places where overt political protests are unsuccessful, and although Al Qaeda will never gain widespread acceptance, attacks will continue.	1
42. Al-Qaida, its affiliates and individual financiers associated with them continue to exploit formal and informal financial systems to move funds across borders and finance their activities.	1
42. UNOCI has strengthened its efforts to raise awareness among the Ivorian public of the Mission's mandate and objectives in an attempt to counter the ongoing campaign to undermine the Mission's credibility.	2
The Committee continues to monitor and assess the changing nature of the threat posed by Al-Qaida and its associates to international peace and security, and to adapt its operational approach accordingly in order to ensure an effective and efficient response to these threats.	2
37. As part of the stabilization and reconstruction plan and support strategy, eight State facilities were handed over to national authorities, including police and administration facilities in the Masisi and Rutshuru territories of North Kivu; and police, administration and judicial facilities in the Walungu territory of South Kivu; and a maritime training center for the border police in Ituri Province.	2
As requested in resolutions 2170 (2014) and 2178 (2014), the Council also received two briefings from the Chairs of the Security Council Committee established pursuant to resolutions 1267 (1999) and 1989 (2011) on Al-Qaida and associated individuals and entities and the Security Council Committee established pursuant to resolutions 2170 (2014) and 2178 (2014). Resolution 1373 (2001) on combating terrorism.	2
21 - Committee members stressed on multiple occasions the complementarity of the tasks of the three committees in combating international terrorism and the need for a continuous exchange of information among them.	4
Determining that the situation in Somalia continues to constitute a threat to international peace and security in the region,	3
21. Progress has been made in the program of registration, screening and certification of National Police personnel, with as of 20 September the number of fully certified National Police officers reaching 2,944 (including 565 women), representing 94 per cent of its strength.	2
6 - On 2 and 21 June and 25 September 2005, respectively, a number of prominent Lebanese figures were targeted with car bombs in Beirut, resulting in the killing of Samir Kassir and George Hawi, and the serious injury of May Chidiac. Another assassination attempt took place targeting the life of Lebanon's Defense Minister, Elias Murr, on July 12, 2005, resulting in the death of one person and the injury of many, including the minister himself.	1
20. Nigeria also witnessed an escalation in attacks and bombings, especially in the north-eastern states, namely Borno, Yobe and Adamawa.	1
The Commission found evidence indicating that Arab tribes have begun settling in areas previously inhabited by displaced persons, thereby also preventing the eventual return of displaced persons.	1
36. In other cases, the Council's special political missions have played an important role in helping States reduce the strategic space available to terrorist groups by engaging in transnational crime.	2
The evidence before the committee proves that Member of Parliament Leandro Isaac was involved in some way in the incident. As a result of this incident, a National Police Force officer was killed, and two National Defense Forces soldiers were injured.	1
The end result must be stable and sustainable. Therefore, artificial deadlines should not be set.	4
Despite this, I remain deeply concerned that parties to the conflict, whether movements or militias, continue to use children as combatants.	3
âThe Security Council recognizes the importance of a comprehensive, coherent, action-oriented approach, including during the early planning phase, to protect civilians in situations of armed conflict.	4
The police, stationed on the edge of the camp, did not show any interest in confronting the Janjaweed.	2
They informed the mission that a draft amnesty law covering political prisoners detained in Serbia would be submitted to the Parliament of the Federal Republic of Yugoslavia as soon as possible.	2
While the reform of the security forces is a sovereign prerogative of the State, I encourage the Government to address the fundamental issue of the cohesion of the national army, including by building professional armed forces that are adequately equipped and supplied.	4
In the JelisiÄ case, the Appeals Chamber noted that âwith regard to evidence of specific intent, it may, in the absence of clear direct evidence, be inferred from a number of facts and circumstances, such as the general context, the preparation for other punishable acts systematically directed against the same group, and the scope of the atrocities.â perpetrators, systematic targeting of victims on the basis of their affiliation to a particular group, or repeated acts of destruction or discriminatory acts.â	1
The Chair took note of the invitation extended by the Country Task Force on Monitoring and Reporting to the Working Group to visit South Sudan and suggested that the Working Group issue a press release on the meeting held, in accordance with the terms of reference of the Working Group.	4
The actions of some Arab groups have led to the forced displacement of these non-Arab communities.	1
On the other hand, Ms. Bangura believed that providing effective protection for civilians requires establishing accountability and allowing access to justice, which puts an end to the culture of denial.	4
âThe Security Council calls upon the Government of the Democratic Republic of the Congo to remain fully committed to establishing a professional, sustainable and accountable national army, including the establishment of a rapid reaction force, in line with its commitment to deepen security sector reform.	4
The Monitoring Group noted in its analysis that at least 31 countries have established national committees or other mechanisms in order to bring all relevant agencies together to discuss issues related to counter-terrorism.	2
6 - Urges States and all parties to the armed conflict to do everything possible to prevent violations of international humanitarian law against civilians, including journalists, media personnel and associated individuals;	4
Thousands were killed, women were raped, villages were burned, homes were destroyed, and property was looted.	1
The General Assembly's consensus adoption of resolution 57/145 (Response to global threats and challenges) of 16 December 2002, adopted at the initiative of the Russian Federation, reaffirmed the international community's recognition of the need for a comprehensive approach to this issue.	2
3. The Executive Director will, as requested by the Security Council in its resolution 1787 (2007), within 60 days of the adoption of that resolution and in consultation with the Committee, recommend changes to the organizational plan of the Executive Directorate referred to in paragraph 4 of Security Council resolution 1535 (2004).	4
While the response by some to the Committee is slow, the number of those keen to participate in its work is increasing, whether by submitting names or promoting views on identifying new areas in which Security Council sanctions or other measures can help stem the flows of recruits and reduce the chances of More attacks by terrorists linked to Al-Qaeda and the Taliban.	2
There was no military necessity for the destruction and the devastation it caused.	1
Consider referring cases involving genocide, crimes against humanity or war crimes to the International Criminal Court.	1
At the same time, the Secretariat continues to explore all options to strengthen and support the Mission's current operational capabilities in the difficult environment of northern Mali.	2
(f) He welcomed the importance of the willingness expressed by the Executive Directorate to participate effectively in and provide support to all relevant activities within the framework of the United Nations Global Counter-Terrorism Strategy, including within the Counter-Terrorism Implementation Task Force established to ensure comprehensive coordination and coherence In the counter-terrorism efforts of the United Nations system, he stressed the importance of this preparedness.	4
It is reported that elements of these forces have been dispersed in South Kivu, and that their ability to move freely in population centers and attack civilians has become restricted. However, their ability to launch attacks should not be underestimated, especially in light of the FARDCâs limited resources, weak military training and lack of The discipline of some of its units in that region and its sometimes collusion with the leaders of the Democratic Forces for the Liberation of Rwanda.	1
The Commission reaffirmed its firm commitment to solidarity and to the sacred principles of democracy, peace, stability and good governance to achieve stability and the highest levels of integration in the region.	4
âThe Security Council welcomes the important continuing efforts made by the African Union and subregional organizations, in line with Security Council resolutions and decisions, to resolve conflicts and promote human rights, democracy, the rule of law and constitutional order in Africa,	4
41. Furthermore, United Nations sanctions programs do not require that targets be convicted by a court.	1
It is hoped that the two sides will be able to reach a reaffirmation of their commitments at the highest level not to resume hostilities and for internally displaced persons and refugees to return to their homes in safety and dignity.	2
110 - Training is an essential element for the success of any attack, and it is important to recall that the arms embargo specifically includes training (resolution 1617 (2005), paragraph 1 (c)).	1
Investment and social integration depend not only on the status of the region, but also on the emergence of a stable and predictable Kosovo, where the rule of law is respected.	2
Encouraging the parties in this context to demonstrate greater political will to move forward towards a solution, including by broadening their discussions on the proposals they both put forward,	4
The Commission also found that the arrest and detention of persons by State Security and Military Intelligence, including their arrest and detention during village attacks and intelligence operations, may, in addition to being serious violations of international human rights law, also amount to a crime Enforced disappearance as a crime against humanity, as these acts were systematic and widespread.	1
The Directorate, together with the African Centre, facilitated an initiative to promote the use of international databases by Sahel countries in order to enhance coordination, information exchange and cooperation between police and border authorities.	2
âThe Security Council reaffirms that the conflict in Afghanistan cannot be resolved by military means and that the only path to peace and reconciliation is to reach, through negotiation, a political settlement aimed at installing a broad-based, multi-ethnic government that represents everyone and is acceptable to all Afghans.	4
When the status of the region is determined, it will be expected that the European Union will play a more important role. This relates to the police and justice, where its presence will have to continue, although this presence will be smaller and more specialized. This is to monitor and support the standards process, which will be gradually integrated into the processes established by the European Union itself; Focus efforts on capacity building.	2
It is worth noting that a very large shipment of weapons arrived on the market from Yemen through arms trafficking networks about one week before the outbreak of the Second Battle of Baidoa, on May 22, 2005.	1
372 - One of the detainees revealed some scars on his back and arm as a result of beatings.	1
We called on our people to join the Popular Defense Forces. They responded by joining and began receiving their instructions from the government as part of the military state apparatus.â	1
The Council considers activities aimed at strengthening the rule of law to be extremely important in peacebuilding strategies in post-conflict societies, and emphasizes the role of the Peacebuilding Commission in this regard.	4
Reaffirms the importance for the Government of [the country concerned] to continue to review and reform the security sector in [the country concerned], in particular the need to define the roles and responsibilities of the [national security forces in the country concerned], consolidate legal frameworks and strengthen civilian oversight and accountability mechanisms over the two security institutions, and supports efforts The Special Representative's efforts towards the professionalization of the security sector, and requests [the Mission] to continue to support [the Government of the country concerned], as requested, in its efforts in the country;	4
Support should be provided to the justice sector reform process, in close partnership with the United Nations country team. The establishment and strengthening of accountability mechanisms within the security and defense forces should also be supported.	4
All of these circumstances give rise to grievances and create fertile conditions for the exploitation of individuals from different backgrounds, religions and beliefs who are determined to incite the commission of terrorist acts.	1
The mission's interim health policy has been amended to take into account recommendations made by the task force composed of local and international health specialists.	2
It is necessary to address recurring criticisms of the fairness and transparency of the system, so that the Committee can direct its attention more fully to confronting the threat posed by Al-Qaida and the Taliban.	2
Develop practical guidelines for incorporating a gender perspective into sustainable reconstruction in the post-crisis environment, and comprehensive guidelines that will serve as a field reference; Consider gender and land and property management in post-conflict situations, and develop a set of materials that will serve as a basis for considering gender issues in relation to governance programs in a post-conflict environment.	2
Between 27 September 2003 and May 2004, 7 villages near Nyala were continuously attacked by the Janjaweed.	1
14. The Committee, together with its Working Group on Assistance, continues to work to improve the effectiveness of the Committee's assistance mechanism.	2
The measure of success for a hybrid court must be the legacy it leaves on the people most affected by the crimes committed, in this case Sierra Leone.	2
Restrictions were also placed on freedom of movement.	1
Further urges the Secretary-General to strive to increase the role and contribution of women in United Nations field operations, especially among military observers, civilian police and human rights and humanitarian assistance personnel.	4
All committees acknowledged that they had received complaints regarding cases of rape that occurred during attacks on villages. None of these complaints were recorded or investigated.	1
It was agreed that Somalia, the region and the international community should focus more on anti-piracy capacity building activities and benefit as much as possible from the gains achieved by the naval forces.	4
600- In light of this international legal rule, Sudanâs obligation to pay compensation for all crimes committed in Darfur by its agents, officials or agencies must be considered de facto.	1
(b) Encouraging States to take measures to protect the non-profit sector from abuse through terrorist financing;	4
However, these soldiers are equipped with light weapons, have poor ability to move on land, do not have air capabilities, and receive minimal logistical and financial support.	1
341 - Other sources reported that women and girls were abducted, held for several days and repeatedly raped by Janjaweed and soldiers in attacked villages, camps and hideouts. In addition, torture was reportedly used to prevent women from escaping.	1
The Chairman of the Group, JosÃ© Ramos-Horta, led the discussions on behalf of the Group, indicating that the Group will focus during the early phase of its work on listening to the views of all Member States as they collectively contribute to peace and security, with the consultations also including General Assembly committees and regional organizations. And countries contributing military forces and police units.	4
In addition, the Council itself has set important precedents, including the establishment of investigative committees on Bosnia, Rwanda and Darfur, which paved the way for the establishment of the International Tribunals for the Former Yugoslavia and Rwanda in 1993 and 1994, respectively, and the referral of the situation in Darfur to the International Criminal Court in 2005.	2
The Lebanese government informed me that the Lebanese Armed Forces also detained and deported a number of infiltrators of Palestinian origin who carried Syrian identity documents.	1
(v) Continue dialogue and exchange of information with designated focal points or coordinators on matters related to their contribution to the implementation of resolution 1540 (2004);	4
While the threat posed by Al-Qaeda as a global terrorist organization has diminished, the threat of Al-Qaeda affiliates and infectious ideas remains.	3
A September 2005 study of foreign-born terrorists who worked in the United States found that about two-thirds of them engaged in fraud to enter or remain in the country, and more than a third were later charged with forging a passport or visa or providing incorrect information to an immigration officer. ().	1
Taking into account also the content of resolution 1325 on women, peace and security and resolution 1379 on children in armed conflict, welcomes the regional workshops and encourages Member States to provide them with operational and financial support. The Security Council requests the Secretary-General to submit by June 2004 his next report on the protection of civilians in armed conflict, which should include information on the implementation of previous Security Council resolutions on this subject and any other matter on which he wishes to bring it to the attention of the Council.	4
13. Global patterns of supply of small arms and light weapons have changed profoundly over the past few decades.	1
:: There is a need for more consistent follow-up of the findings and recommendations of fact-finding mechanisms in order to ensure their effectiveness and credibility and to meet the expectations generated by their establishment, especially among victims.	4
Noting with deep concern the escalation of violence and increased inter-communal fighting, as well as the continuing manifestations of sexual and gender-based violence and impunity, and reiterating its grave concern at the attacks directed against humanitarian personnel, peacekeepers, and the security of civilians, and calling on all parties in Darfur to stop Immediately launch its aggressive actions and stop continuing its violent attacks, which are deteriorating the situation with regard to humanitarian aid and obstructing its access to needy groups of the population,	1
Determining that the situation in the Democratic Republic of the Congo continues to constitute a threat to international peace and security in the region,	3
148 - The implementation of border control measures is essential for the practical application of States' counter-terrorism strategies.	2
The failure of Ayman Muhammad Rabih al-Zawahiri in his efforts to mediate the internal conflict between Al-Qaeda and Jabhat al-Nusra (an Al-Qaeda-affiliated group in Iraq), as well as the ongoing internal conflict within Al-Shabaab, demonstrates the limited authority of Al-Zawahiri.	1
76. States of the subregion should: (a) Adopt comprehensive and consistent national counter-terrorism legal frameworks that incorporate all terrorist offenses set out in international counter-terrorism instruments, and effectively implement anti-money laundering and counter-financing of terrorism laws and regulations while also complying with international standards for human rights;	2
The Executive Directors discuss, on an exceptional basis, issues relating to the situation of women in various conflict-affected areas, including gender-based violence and sexual exploitation and abuse.	2
6. The link between terrorism and transnational crime began to be highlighted following the bombings of the United States embassies in the United Republic of Tanzania and Kenya in 1998, which were carried out by Al-Qaida.	1
Remaining deeply concerned about the threat posed by terrorism and the risks of the possession, development, trade or use of nuclear, chemical and biological weapons and their means of delivery by non-State actors;	3
Effectively addressing the problems faced by refugee and internally displaced women requires a comprehensive approach that combines preventive strategies, responses and solutions.	2
64 - The mission asked government military personnel about reports that seventy people, most of them Muslims, had been killed by government soldiers after they retook the city. They angrily denied this.	1
Based on the first review conducted by the Mission, a staff review team was dispatched, followed by a management evaluation team from the Department of Peacekeeping Operations, with a view to finalizing recommendations to reshape the civilian structure to better support existing planned activities and ensure greater integration between the military components and civilian, strengthening mission management.	4
Regarding the mission's deployment, she noted that the force was making every effort, with the completion of the additional deployment, to expand its presence beyond the bases.	1
In general, the Group found a high level of commitment to the work of the Committee established pursuant to resolution 1267 and a generally encouraging awareness of the list and measures.	2
In the context of recodifying substantive criminal law, the Government proposed making legal entities criminally liable for a number of crimes, including terrorist crimes and terrorism-related crimes, such as money laundering and terrorist financing.	2
Instead, states must establish a clear, complete and consistent legal framework that defines terrorist acts as serious criminal offences, criminalizes such acts according to their seriousness, and assists courts in bringing terrorists to justice.	4
Given the fragility of the situation in the subregion, further steps are needed to criminalize terrorist recruitment.	4
I was then informed that my father and younger brother had been killed. Four other people were also killed.	1
Calling on parties to armed conflict to comply with applicable provisions of international law and to respect the civilian status of journalists, media professionals and associated personnel, as well as their equipment and installations.	4
Council members condemned the attacks targeting staff of the United Nations Operation in CÃ´te d'Ivoire and stated that those responsible for these attacks should be held accountable.	3
After explaining that the transition process takes time, he stressed the need for joint political action against armed opposition groups that threaten any peace process.	4
âStressing that peace and security in the world are an indivisible whole, and taking into account the interconnectedness and interdependence of the world, the Security Council reaffirms that terrorism in all its forms and manifestations represents one of the gravest threats to international peace and security and that any acts of terrorism They are criminal acts and cannot be justified, regardless of their motives, wherever and by whomever they are committed.	3
It is recommended that United Nations contributions to the stabilization agenda be harmonized and coordinated within the framework of the next revision of the United Nations Development Assistance Framework.	2
More recently, there is evidence that cross-border wildlife poaching may be a factor influencing conflict dynamics in Central Africa, and there is evidence that the conflict in Mali resulted in part from cross-border arms trafficking resulting from the conflict in Libya.	1
1 - Expresses its strong condemnation of all forms of violence, including, inter alia, murder, rape, sexual assault, intimidation, armed robbery, kidnapping, hostage-taking, kidnapping for the purpose of extortion and harassment, unlawful arrest and detention, to which participants in humanitarian operations are increasingly exposed, as well as attacks. Which attacks humanitarian convoys, destroying and plundering their property;	3
Therefore, the Council's role in paying compensation to victims of violations of international law may be practical and effective.	2
34. The Government of Nepal has made some progress towards fulfilling its obligations under the Comprehensive Peace Agreement to ensure the rehabilitation of children formerly associated with armed forces and groups.	2
There is huge amounts of money available to Al-Qaeda in Iraq(); Other groups were able to raise money by relying on crime and donations.	1
5 - My recent visit to the Sahel region confirmed my belief in the importance of considering issues of peace, security, development and human rights in an interconnected manner.	4
236 - The exact number of burned and destroyed villages was not counted, but several sources estimated the extent of the destruction through oral reports, site inspections and other evidence.	1
By entering into these agreements in the name of their âmovements,â the leaders of each movement bear full responsibility for the conduct and misconduct of their fighters.	2
We are convinced that the accelerated conclusion of these talks, with the signing of a comprehensive and final peace agreement, will greatly facilitate efforts to combat terrorism and transnational organized crime in our region.	4
6. Recalls that it decided, in resolution 1373 (2001), that all Member States must ensure that any person who participates in the financing, planning, preparation, commission or support of terrorist acts is brought to justice, and decides that all States must ensure that their laws and regulations provide The Ministry of Interior has decided to criminalize the following acts as crimes serious enough to enable the perpetrators to be prosecuted and punished in a manner that adequately reflects the gravity of the crime:	1
The Council expresses deep concern about cases in which armed forces and groups persist in committing violations and abuses against children exposed to situations of armed conflict and post-conflict situations and those affected by their effects, in disregard of the applicable provisions of international law and the Councilâs decisions in this regard.	1
6 - Confirms its full readiness to impose targeted measures against those whom the Committee considers, in accordance with paragraphs 9, 11 and 14 of resolution 1572 (2004), to be persons who, inter alia:	3
217. The Committee encourages, for example, the development of a national reparations programme. Reparations should not be limited to financial compensation alone, but a range of measures should be considered, including admission of guilt, compensation for harm that can be assessed financially, full disclosure to the public of information relating to the events in question (inter alia, by disseminating this report), Develop rehabilitation programs and issue administrative penalties against individuals affiliated with institutions that bear responsibility.	4
Terrorism is undoubtedly one of the most serious threats to international peace and security, and it is a source of grave concern not only for African countries, but for the international community as a whole.	3
There are 70 key members of the Popular Congress who are still detained without being charged or brought to trial, and a number of them have fled to live in exile outside Sudan.	1
To mandate United Nations peacekeeping missions and other relevant missions authorized by the Security Council, as appropriate and on a case-by-case basis, to contribute impartially to the protection of civilian populations, especially populations facing an imminent threat of physical violence and present in their areas of operations.	1
59. Some States in this region are implementing the European Union Strategy to Combat Extremism and Terrorist Recruitment 2005, which aims to âimpede activities undertaken by networks and individuals to lure people into terrorism; ensure that the voices of moderate public opinion prevail over those of extremism; and build the drive to promote âEveryone enjoys security, justice, democracy and opportunity.â	2
Information regarding Morocco's mine clearance operations is exchanged on an ongoing basis with the Mine Action Coordination Centre.	4
Critical work is undertaken by organizations such as UNESCO, UNDP and the United Nations Alliance of Civilizations, which focus on preventing conflicts, building a culture of peace, eradicating poverty and promoting sustainable development and social inclusion through education, culture and communications in Africa.	2
Requests the Secretary-General to provide Member States with guidelines and training materials on the protection, rights and special needs of women, as well as on the importance of including women in all peacekeeping and peacebuilding measures, and invites Member States to include these elements and HIV/AIDS awareness-raising training HIV/AIDS in its national programs to train civilian military and police personnel in preparation for their deployment; It also requests the Secretary-General to ensure that civilian personnel serving in peacekeeping operations receive similar training.	4
In other words, there has now emerged in international law a right for victims of serious human rights violations (particularly war crimes, crimes against humanity and genocide) to redress (including compensation) for the harm resulting from those violations.	2
First, I urged the Security Council to give greater recognition to human rights in its resolutions and presidential statements and to give them more priority.	4
âThe Security Council recalls all its resolutions and statements on combating terrorism, reiterates its strong condemnation of terrorism in all its forms and manifestations, regardless of the perpetrators, place and purposes, and expresses its determination to use all means to combat terrorism in all its forms and manifestations, in accordance with the Charter of the United Nations and international law, including That includes international human rights law, international refugee rights law and international humanitarian law, as appropriate.	3
The organization also provided support for capacity development in maritime law enforcement, and for this purpose established a new maritime security trust fund for West and Central Africa.	2
24 - Urges Member States, in response to the demonstrated progress achieved by the parties in restructuring their law enforcement institutions, to intensify their efforts to provide training, equipment and related assistance to local police forces in Bosnia and Herzegovina, on a voluntary funding basis and in coordination with the International Police Force;	4
Of the 12 Security Council sanctions regimes, 5 apply criteria for listing relating to violations of international human rights law and international humanitarian law, including in particular violations of the rights of children and women in conflict situations.	2
The letter included an indication that the Committee was considering the recommendations contained in the report with a view to improving the measures taken related to sanctions and improving their implementation.	4
69 - As peace talks between the Malian parties continue in Algiers, facilitated by the Algerian-led mediation team, I call on all parties to negotiate in good faith to reach a comprehensive, sustainable and implementable peace agreement that addresses the root causes of the conflict.	4
Urges the Secretary-General and his special envoys to ensure the participation of women in discussions related to conflict prevention and resolution, the maintenance of peace and security, and post-conflict peacebuilding, and to encourage all parties involved in those conversations to facilitate the equal and full participation of women at all levels of decision-making.	4
Regarding the human rights situation in the Democratic Republic of the Congo, he stressed the importance of justice, respect, accountability, good governance and respect for human rights to address the root causes of the conflict, and said that the Democratic Republic of the Congo had made some progress on those issues in recent years.	4
The conclusion that the government authorities did not pursue or implement a policy of genocide in Darfur, directly or through militias under their control, should not be interpreted in any way that diminishes the seriousness of the crimes committed in that region.	3
The Acting Assistant Secretary-General briefed on political developments in Ukraine, including the holding of parliamentary elections on 26 October, and the elections held by rebels in Donetsk and Lugansk on 2 November, which were denounced by the Secretary-General and many in the international community.	3
44. The Committee welcomes the Executive Directorateâs continued close cooperation with the experts of the Security Council Committee established pursuant to resolution 1540 (2004) and its Committee arising from resolutions 1267 (1999) and 1989 (2011), including through the regular exchange of information, the exchange of mission reports, and the preparation of documents and statements A joint report submitted by committee chairs to the Council.	2
For the first time since the beginning of the crisis in 2012, two humanitarian workers were killed on 29 May in Timbuktu province when their car was hit by a remote-controlled improvised explosive device. Two vehicles belonging to international non-governmental organizations were stolen on 8 and 9 November near Menaka (Gao Department).	1
The force continues to improve its crowd control and riot control capabilities in order to be better prepared to address the resurgence of violence.	1
2 - During the reporting period, persistent disagreement continued between the parties regarding how to reach a mutually acceptable solution to enable the people of Western Sahara to exercise their right to self-determination.	3
86. States of the subregion should: (a) review their criminal laws so that they adequately criminalize recruitment for the purpose of committing terrorist acts or joining terrorist groups;	2
I strongly condemn any use of toxic chemicals by any party to the conflict in Syria.	3
C. Providing security for refugees, internally displaced persons, civilians and humanitarian workers, in accordance with international human rights standards	2
All equipment has been classified in accordance with the system established by the General Assembly, and a list of redundant equipment has been prepared for the information of other peacekeeping missions.	1
Calling on parties to armed conflict to strictly adhere to applicable provisions of international humanitarian law, including the following:	4
The three countries visited by the Committee played an active role in establishing specialized counter-terrorism agencies and/or police units and worked to ensure that these units were provided with the necessary training and tools to perform their tasks in various areas related to combating terrorism.	4
He expressed concern about the increasing demolition of buildings in Palestine, the danger inherent in the forcible transfer of the Umm al-Khair Bedouin community, and the continued Israeli settlement activity, which he said constitutes a violation of international law.	1
27. Members of the Committee have on numerous occasions noted the complementarity of the functions of the Al-Qaida Sanctions Committee, the Counter-Terrorism Committee established pursuant to resolution 1373 (2001) and the Committee established pursuant to resolution 1540 (2004) with regard to combating international terrorism, and the need for coordination of activities and exchange of information among these three Committees.	4
139. The Group also began discussions with other expert groups to examine the possibility of new approaches to the submission of reports requested by States to the three Committees, and ways to establish more efficient systems for exchanging information.	4
This was the case of Jamal Suleiman Muhammad Shayeb in the village of Halouf, related to the killing of 24 individuals, some of whom were women and children, the looting of property and the burning of the village.	1
Despite this, Russian military forces are still known as peacekeepers or "blue helmets", as the overall conflict resolution process in the region takes the form of a UN-led peace process.	2
Recommendations were also made regarding the participation of national parties to ensure adequate knowledge of the social, political and cultural background of the cases, and at the same time to promote the growth of the national judicial sector.	4
Incidents caused by cluster munitions dropped by NATO forces have decreased significantly as a result of a change in strategy that has significantly accelerated the elimination of accessible cluster explosive units.	1
In December 2007, under the supervision of the Conduct and Discipline Unit, a mandatory comprehensive training program for all Mission personnel on expected standards of conduct, including the prevention of sexual exploitation, sexual abuse and harassment, was completed.	2
2 - Also decides that all States, in accordance with their national procedures, shall adopt and enforce appropriate effective laws prohibiting any non-State actor from making, acquiring, possessing, developing, transferring, transferring or using nuclear, chemical or biological weapons and their means of delivery, in particular For terrorist purposes, attempts to engage in any of the above-mentioned activities, or to participate as an accomplice in them, or to assist in carrying out or financing them, are also prohibited.	4
During these arrests, victims were often subjected to horrific mistreatment, their property was stolen, their homes were looted, and in some cases they were executed without trial.	1
56. The Mission's Sexual Exploitation and Abuse Policy Team is finalizing the UNOCI Code of Conduct on Sexual Exploitation and Abuse and participating in the National Network on Sexual Exploitation and Abuse.	2
5-6 October 2012 (Yayladag/Hatay): At approximately 14.30, a mortar shell fell in an area under the responsibility of the Belingoz Military Border Post.	1
âThe Security Council reiterates its strong condemnation of all violations of applicable international law committed against women and girls in armed conflict and post-conflict situations, including sexual and gender-based violence, killing and maiming, and urges all parties to cease such acts completely and with immediate effect.	3
That decision, although members of the Coalition Armed Forces were expressly excluded from the jurisdiction of the United Nations Compensation Commission, authorized the payment of compensation for prisoner-of-war claims by Coalition soldiers for loss or injury resulting from ill-treatment in violation of international humanitarian law.	2
From the perspective of international criminal law, these violations of international humanitarian law undoubtedly constitute widespread war crimes.	1
148 - The international community is increasingly aware of the problems raised by terrorist use of the Internet, and discussion has begun about the possibility of taking measures to confront them.	2
:: Recognizing that the activities of these armed groups harm regional peace and security and threaten the electoral process in the Democratic Republic of the Congo,	1
18. The number of people affected by the conflict has reached a plateau. On 1 September, 3.3 million Darfur citizens were in need of humanitarian assistance, with the resident population accounting for 45 per cent of the total affected. The number of internally displaced persons is 1.8 million.	2
Decides to adopt the attached declaration on global efforts to combat terrorism.	4
At the 6492nd meeting of the Security Council held on 28 February 2011 in connection with the Councilâs consideration of the item entitled âThreats to international peace and security resulting from terrorist actsâ, the President of the Security Council made the following statement on behalf of the Council:	4
Efforts continued to represent minorities in all staff positions working in administrative departments.	2
Training courses on the issue of sexual exploitation and abuse; Establish policies and procedures on organizational aspects of victim assistance.	2
Many witnesses reported that insults and insults were used against the detainees, who often called them âslaves.â	1
:: Providing technical assistance to draft and enforce legislation against hate speech.	2
The announced numbers are unconfirmed, although the evidence available to the committee indicates that nine people were killed and three injured as a result of the gunfire.	1
(e) Individuals operating in the Democratic Republic of the Congo who commit serious violations of international law involving the targeting of children or women in situations of armed conflict, including killing, maiming, sexual violence, abduction and forced displacement;	1
