en_ar_DEEPL	QuadClass
وفي هذا الصدد، يشجع مجلس الأمن على مواصلة تعميم مراعاة حماية الطفل في أنشطة الدعوة والسياسات والبرامج وتخطيط البعثات التي تضطلع بها هذه المنظمات والترتيبات، وكذلك تدريب الموظفين وإدماج موظفي حماية الطفل في عملياتها لحفظ السلام وعملياتها الميدانية وإنشاء آليات لحماية الطفل داخل أماناتها، بما في ذلك من خلال تعيين جهات تنسيق لحماية الطفل.	4
('10` التشاور مع ممثلي القطاع الخاص المعنيين، بالتنسيق مع السلطات الوطنية، حسب الاقتضاء، لتعزيز الوعي بحظر السفر وحظر توريد الأسلحة وتعزيز الامتثال لهما؛	4
- وصول فريق الخبراء دون عوائق إلى الأشخاص والوثائق والمواقع، ولا سيما إلى الأشخاص والوثائق والمواقع من أجل تنفيذ فريق الخبراء لولايته;	2
إن التواجد المحدود للمفوضية في المخيمات وبين اللاجئين هو عقبة أخرى وضعها بلد اللجوء في طريق تنفيذ المفوضية لولايتها.	3
لذلك، تم اقتراح وضع معايير دولية وربما دور أكثر بروزاً للجنة.	4
8. يوصى بأن تتخذ الأمم المتحدة الخطوات العاجلة والمحددة التالية لتيسير استمرار وتعزيز وجود بعثة الاتحاد الأفريقي في الصومال:	3
فعلى سبيل المثال، وجدت الدول في منطقة الصحراء الكبرى صعوبة في التعامل مع معسكرات التدريب الإرهابية المتنقلة التي يديرها تنظيم القاعدة في بلاد المغرب الإسلامي (QE.T.14.01).	1
تشير معركة السيطرة على بيدوا إلى أن عناصر المعارضة نسقت جهودها للتغلب على قوات الحكومة الاتحادية الانتقالية.	1
وقد أُطلق سراحهم على الفور وعادوا إلى الخدمة الفعلية، في انتهاك لأنظمة الخدمة العسكرية. وفي 28 تموز/يوليه، دُفع لكل أرملة من أرامل ضباط الشرطة الوطنية الثمانية القتلى مبلغ 500 2 دولار كما أمرت بذلك محكمة ديلي المحلية في حكمها الصادر في كانون الأول/ديسمبر 2007.	1
(ب) توفير التدريب للموظفين العموميين وأفراد القوات المسلحة والجماعات المسلحة والأفراد المرتبطين بالقوات المسلحة والشرطة المدنية وموظفي إنفاذ القانون وأفراد المهن القضائية والقانونية؛ وتوعية المجتمع المدني والسكان المدنيين بالقانون الإنساني الدولي وحقوق الإنسان وقانون اللاجئين الدولي ذي الصلة، وكذلك بالحماية والاحتياجات الخاصة وحقوق الإنسان للنساء والأطفال في حالات النزاع، لتحقيق الامتثال الكامل والفعال;	2
وإذ يسلم بالدور الهام الذي تضطلع به الترتيبات الإقليمية ودون الإقليمية في منع الحالات التي قد تؤدي إلى الإبادة الجماعية وجرائم الحرب والجرائم المرتكبة ضد الإنسانية والتصدي لها، مع الإشارة بوجه خاص إلى المادة 4 (ح) من القانون التأسيسي للاتحاد الأفريقي،	2
(ج) التدابير التي تكفل حماية واحترام حقوق الإنسان للنساء والفتيات، لا سيما فيما يتعلق بالدستور والنظام الانتخابي والشرطة والقضاء.	2
ويتمثل الخطر الرئيسي في أن تصبح أفريقيا معسكراً للتدريب، وقاعدة للتجنيد ونقطة عبور للإرهابيين ومركزاً لتعبئة الأموال للأنشطة غير القانونية الأخرى.	3
81. إن قدرة القادة على ممارسة السيطرة، والحفاظ على الوعي بالأوضاع، وتخطيط وتنسيق أعمالهم عموديا وأفقيا من خلال هيكل القيادة أمر أساسي لأي عملية عسكرية أو شبه عسكرية. وبما أن تنظيم القاعدة وحركة الطالبان وشركاءهما منخرطون في مثل هذا النشاط، فلا بد أن يمتلكوا هم أيضا الوسائل اللازمة للقيام بذلك، بما في ذلك معدات الاتصالات.	3
وتجدر الإشارة أيضاً إلى أنه على الرغم من هذه القاعدة السياسية العريضة، فإن الغالبية العظمى من أعضاء حركتي التمرد ينتمون أساساً إلى ثلاث قبائل هي الفور والمساليت والزغاوة.	1
ويجري حالياً استكشاف الخيارات المتاحة لتسهيل شغل المجمع الجديد في أقرب وقت ممكن.	4
وأكد الممثل الدائم لأفغانستان لدى الأمم المتحدة، السفير ظاهر تانين، على التوافق الدولي الناشئ حول استراتيجية الانتقال، ودعا إلى تقديم المزيد من الدعم الدولي لقوات الأمن الأفغانية.	4
وقد أدان الشركاء الدوليون والمدافعون عن حقوق الإنسان بالإجماع قرار الحكومة بطرد مدير مكتب الأمم المتحدة المشترك لحقوق الإنسان عقب نشر تقرير حقوق الإنسان حول الانتهاكات التي يُزعم أن الشرطة ارتكبتها خلال عملية ليكوفي.	3
- وبما أن الإرهابيين ومناصريهم يستغلون عدم الاستقرار والتعصب لتبرير أعمالهم الإجرامية، فإن مجلس الأمن مصمم على مواجهة ذلك من خلال المساهمة في حل النزاعات بالطرق السلمية والعمل على خلق مناخ من التسامح والاحترام المتبادل;	3
483. وقد رفضت اللجان الكثير من الحالات لسبب أن استجوابها للضحايا كشف أن الجريمة المشتكى منها لا ترقى إلى الاغتصاب، حيث لم يحدث إيلاج، أو أن المشتكيات خلطن بين مصطلح الاضطهاد في اللغة العربية ومصطلح الاغتصاب، وقدمن خطأ شكاوى من أشكال أخرى من الاعتداء أو العنف، مثل الضرب.	3
144. الدول مسؤولة بموجب القانون الدولي لحقوق الإنسان عن ضمان حماية وصون حقوق الإنسان والحريات الأساسية في جميع الأوقات، في الحرب والسلم على حد سواء.	2
"ويشدد على أنه لا ينبغي لأي محاولة لزعزعة استقرار لبنان أن تحول دون إجراء انتخابات رئاسية حرة ونزيهة دون تأخير، بما يتوافق مع القواعد الدستورية اللبنانية، دون أي تدخل أو تأثير أجنبي، وفي ظل الاحترام الكامل للمؤسسات الديمقراطية.	4
إذ يشير إلى قراراته بشأن تجنيد الأطفال واستخدامهم والنزاعات المسلحة,	1
وفي هذا الصدد، تلقيت رسالة مؤرخة 6 كانون الأول/ديسمبر 2007 من الممثل الدائم للمغرب لدى الأمم المتحدة (S/2007/714) ورسالة أخرى مؤرخة 12 كانون الأول/ديسمبر 2007 من وزير الشؤون الخارجية والتعاون في المغرب (S/2007/731، المرفق)، يدعي كل منهما وقوع انتهاكات لبنود الاتفاقات العسكرية المبرمة في عام 1991.	3
وعلى الرغم من أن الحكومة أحرزت بعض التقدم وفقًا لخطة العمل، وتحديدًا نشر قوات الشرطة، إلا أنها لم تنفذ التزامها بالابتعاد عن المناطق الخاضعة لسيطرة الحركات المسلحة.	1
ومن بين 57 مدنيًا قُتلوا كان هناك 5 أطفال (قُتل اثنان منهم تحت التعذيب) و51 من المقاتلين المتمردين.	1
16. وفي 24 آذار/مارس، وافق مجلس الوزراء على السياسة الوطنية للاتصالات الاجتماعية التي تحدد موقف الحكومة من تطوير وسائط الإعلام.	4
57. وكان الغرض من الزيارة هو: استعراض التقدم المحرز في تنفيذ خطة العمل الموقعة في 4 تشرين الأول/أكتوبر 2012 بين الحكومة وفرقة العمل القطرية للرصد والإبلاغ التابعة للأمم المتحدة؛ ومناقشة الاستنتاجات المتعلقة بالأطفال والنزاع المسلح في جمهورية الكونغو الديمقراطية التي اعتمدت في 19 أيلول/سبتمبر 2014; والتفاعل مع الوزارات المعنية والمسؤولين الحكوميين الآخرين، والجهات الفاعلة في مجال حماية الطفل، والمنظمات غير الحكومية، والأطفال المرتبطين سابقا بالجماعات المسلحة والحصول على معرفة مباشرة بحالة الأطفال المتضررين من النزاع المسلح في جمهورية الكونغو الديمقراطية, مع إيلاء اهتمام خاص لجهود الامتثال التي تبذلها القوات المسلحة لجمهورية الكونغو الديمقراطية والتحديات المتبقية، بما في ذلك ما يتعلق بالجهات الفاعلة من غير الدول المدرجة في التقرير السنوي للأمين العام، وتقييم التحديات والفرص المتاحة لإعادة إدماج الأطفال المرتبطين بالقوات والجماعات المسلحة في جمهورية الكونغو الديمقراطية.	4
ويحث مجلس الأمن حكومة جمهورية الكونغو الديمقراطية على الإسراع في التحقيق في عمليات الاغتصاب الجماعي التي ارتكبتها عناصر من القوات المسلحة لجمهورية الكونغو الديمقراطية في مينوفا في تشرين الثاني/نوفمبر 2012 وتقديم الجناة إلى العدالة.	1
ويدين مجلس الأمن كذلك الإرهاب بجميع أشكاله ومظاهره، أياً كان مرتكبوه وأياً كان مرتكبوه.	3
وفي هذا الصدد، قامت المملكة المغربية بالوفاء بجميع التزاماتها، في الوقت المحدد، ولا سيما من خلال الإفراج عن المحتجزين، بمن فيهم الجنود الجزائريين، وتقديم جميع التوضيحات بشأن حالات الاختفاء المزعومة التي طلبتها اللجنة الدولية للصليب الأحمر.	2
"ويؤكد مجلس الأمن من جديد أن على الدول الأعضاء أن تكفل امتثال أي تدابير تتخذها لمكافحة الإرهاب لميثاق الأمم المتحدة وجميع التزاماتها الأخرى بموجب القانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان والقانون الدولي للاجئين والقانون الإنساني الدولي.	4
واعتبرت عدة وفود أنه من الصعب اتخاذ قرارات من شأنها أن تدفع قدماً بالقضايا العالقة بالنظر إلى الأوضاع الداخلية الراهنة، ولا سيما النزاع في جنوب السودان.	3
كانت الأولى عبارة عن شاحنة بيك آب بيضاء تحمل ثلاثة رجال يرتدون الزي الرسمي ومسلحين بأسلحة M16. والشاحنة الثانية كانت شاحنة حمراء تحمل ما بين 15 و20 رجلاً مسلحاً، بعضهم يرتدي زياً عسكرياً والبعض الآخر يرتدي ملابس مدنية.	1
وقد قام عدد قليل جداً من الدول بتحديث إطارها القانوني بشكل شامل ليشمل قوانين محددة لمكافحة الإرهاب.	2
"ويكرر مجلس الأمن التأكيد على أن التهديد المتزايد الذي يشكله المقاتلون الإرهابيون الأجانب هو جزء من القضايا والاتجاهات والتطورات الناشئة ذات الصلة بالقرارين 1373 (2001) و 1624 (2005)، ويشجع لجنة مكافحة الإرهاب على عقد اجتماعات خاصة في عام 2015 بمشاركة الدول الأعضاء والمنظمات الدولية والإقليمية ذات الصلة لمناقشة سبل وقف تدفق المقاتلين الإرهابيين الأجانب, ومنع الإرهابيين من استغلال الإنترنت ووسائط التواصل الاجتماعي لتجنيد المقاتلين الإرهابيين والتحريض على الأعمال الإرهابية، مع احترام حقوق الإنسان والحريات الأساسية، والامتثال للالتزامات الأخرى بموجب القانون الدولي; ويلاحظ في هذا الصدد أهمية أن تعقد اللجنة اجتماعات في المناطق المتضررة بشأن المسائل المتصلة بولاية اللجنة.	3
▪ وضع مبادئ توجيهية/توجيهات واضحة بشأن ما يمكن أن تقوم به البعثات لحماية المدنيين، بما في ذلك تدابير الحماية العملية مثل تسيير دوريات مكثفة ومنهجية في المناطق التي يحتمل أن تكون متقلبة أو فرق حماية مشتركة أو خلايا الإنذار المبكر.	2
وقد اتخذت العديد من الدول تدابير لمكافحة الهجرة غير الشرعية والاتجار بالأسلحة والمتفجرات، ولكن هناك حاجة إلى تنفيذ أوسع نطاقاً وأكثر اتساقاً في معظم المناطق.	2
وذكرت أن التعاون بين الحكومة والمجتمع المدني جزء أساسي من الجهود المبذولة لمنع الناس من التحول إلى الإرهاب، وأشارت إلى أنها تكثف جهودها لتحديد خطاب الكراهية على الإنترنت والتحقيق فيه.	2
34. يقرر استعراض تنفيذ التدابير المبينة في هذا القرار في غضون ثمانية عشر شهرا وإجراء التعديلات، حسب الاقتضاء، لدعم السلام والاستقرار في أفغانستان;	4
31. وفيما يتعلق بالتنسيق الداخلي، أنشأ العديد من الدول الآسيوية وكالات أو هيئات مركزية مكلفة بتنسيق أنشطة مكافحة الإرهاب وتحليل المعلومات الاستخباراتية ذات الصلة، بما في ذلك ما يتعلق بالتحريض.	2
5. لفت اﻷمين العام لﻷمم المتحدة اﻻنتباه خﻻل الحرب الباردة إلى مشاكل محددة تتعلق بالجريمة العابرة للحدود التي تعقد حاﻻت النزاع المدرجة بالفعل في جدول أعمال مجلس اﻷمن.	1
كانت أختي البالغة من العمر 8 سنوات معي أيضًا في ذلك اليوم وتعرضت للاغتصاب أيضًا ولكنها لم تتعرض للضرب.	1
وقد تم إنشاؤها استجابةً لادعاءات بانتهاكات القانون الدولي لحقوق الإنسان والقانون الإنساني الدولي في سياقات النزاع وكذلك في حالات ارتفاع مستويات العنف، والتي غالباً ما تكون مرتبطة بالعمليات الانتخابية أو السياسية ولكن ليس حصرياً بها، والتي تنطوي على انتهاكات خطيرة لقانون حقوق الإنسان.	3
وإذ يشدد على الدور المحوري للأمم المتحدة في مكافحة الإرهاب على الصعيد العالمي، وإذ يرحب باعتماد الجمعية العامة لاستراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب (A/60/288) المؤرخة 8 أيلول/سبتمبر 2006، وبإنشاء فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب لضمان التنسيق والاتساق الشاملين في جهود مكافحة الإرهاب التي تبذلها منظومة الأمم المتحدة،	4
"ويلاحظ مجلس الأمن بقلق أن الإرهاب لا يزال يشكل تهديدا خطيرا للسلم والأمن الدوليين، والتمتع بحقوق الإنسان، والتنمية الاجتماعية والاقتصادية لجميع الدول الأعضاء، ويقوض الاستقرار والازدهار العالميين، وأن هذا التهديد أصبح أكثر انتشارا، مع تزايد الأعمال الإرهابية في مناطق مختلفة من العالم، بما في ذلك الأعمال التي ترتكب بدافع التعصب أو التطرف، ويعرب عن تصميمه على مكافحة هذا التهديد.	3
وفي إندونيسيا، يبدو أن الجماعة الإسلامية في إندونيسيا قد ابتعدت عن الأجهزة المتفجرة المرتجلة الكبيرة المحمولة على مركبات والمكونة من متفجرات تجارية أو بدائية الصنع (كلورات البوتاسيوم والكبريت ومسحوق الألومنيوم مع مادة أولية مثل مادة الـ TNT) كما استخدمت في تفجير بالي الأول في أكتوبر 2002، إلى نهج أكثر استهدافاً حيث يحمل الأفراد قنابل أصغر حجماً إلى المنطقة المستهدفة، كما رأينا في هجمات بالي الثانية في أكتوبر 2005.	1
وزعمت اللجنة أن بعض الجنود في برام بالإضافة إلى 13 مدنيًا قُتلوا على يد المتمردين داخل المستشفى.	1
24. قدم رئيس اللجنة، بالاشتراك مع رئيسي اللجنتين المنشأتين عملا بالقرارين 1373 (2001) و 1540 (2004)، اللتين تتناولان أيضا مسائل مكافحة الإرهاب، إحاطتين مشتركتين إلى مجلس الأمن في عام 2009. وعقدت الإحاطتان في 26 أيار/مايو (انظر S/PV.6128) و 13 تشرين الثاني/نوفمبر (انظر S/PV.6217).	4
وفي المشاورات التي أجراها المجلس بكامل هيئته، أعرب أعضاء المجلس عن قلقهم إزاء التدهور المستمر للحالة الإنسانية وأدانوا انتهاكات القانون الإنساني الدولي من قبل جميع أطراف النزاع السوري.	3
101. ومنذ تشرين الثاني/نوفمبر 2004، سعت حكومة كوت ديفوار إلى إصلاح وصيانة وإعادة بناء القوات الجوية لكوت ديفوار كبيان سياسي بأن القوة الجوية توفر للحكومة ميزة عسكرية لا تملكها القوات الجديدة.	1
وفي حين أنه في أوائل عام 2003، لم يصادق سوى عدد قليل جداً من البلدان في أفريقيا على 4 على الأقل من الصكوك القانونية الدولية الـ 12 القائمة آنذاك لمكافحة الإرهاب، فإن معظم البلدان قد صادقت الآن على معظمها.	1
وقد عملت فرق الأمن اللبنانية (الشرطة والجيش) جنباً إلى جنب مع فريق الأمن التابع للجنة لضمان سلامة وأمن الموظفين والمباني.	2
وفي أماكن أخرى في المنطقة، على طول الخط الأزرق، هددت الانتهاكات بزعزعة الاستقرار الهش.	3
بدأ الخفض التدريجي المرحلي التدريجي لأفراد شرطة بعثة الأمم المتحدة المتكاملة في تيمور الشرقية في أبريل/نيسان، حيث تم تخفيض ما مجموعه 22 فرداً من أفراد الشرطة بحلول مايو/أيار.	2
35. وفي منتصف آذار/مارس، أعلن العميد رواك عن تسريح 594 جنديا بأثر رجعي اعتبارا من 1 آذار/مارس.	2
(س) القيام، بالتشاور الوثيق مع السلطات [الوطنية] ...، بوضع وتنفيذ برنامج مشترك متعدد السنوات للأمم المتحدة لدعم العدالة من أجل تطوير سلسلة العدالة الجنائية والشرطة والقضاء والسجون في المناطق المتأثرة بالنزاع، ودعم برنامجي استراتيجي على المستوى المركزي ....	2
22. وسُجلت الدفعة الأولى المكونة من 000 2 فرد من أفراد الميليشيا في غيغلو في حزيران/يونيه 2006، وتم بعد ذلك نزع سلاح 981 منهم وحصلوا على بدل شبكة أمان نقدية.	2
رابعا - رابعا. ألف - الاتجاهات السائدة في تمويل الإرهاب 41 - لا يزال تنظيم القاعدة والجماعات المنتسبة إليه من أقل العناصر تكلفة. بصفة عامة، لا يزال تنظيم القاعدة والجماعات المنتسبة إليه من الجهات الفاعلة المنخفضة التكلفة، ولا سيما عندما يتعلق الأمر بخطط الهجمات الدولية.	1
ومن ثم، كما في الفئة السابقة، فإن أي جريمة يرتكبها هؤلاء لا تنطوي على المسؤولية الجنائية لمرتكبها فحسب، بل أيضاً مسؤولية السلطات العليا في السودان إذا أمرت أو خططت لتلك الجرائم أو فشلت في منع أو قمع هذه الجرائم (مسؤولية الرؤساء).	1
(ك) توفير التدريب العسكري، بما في ذلك في مجال حقوق الإنسان والقانون الإنساني الدولي وحماية الطفل ومنع العنف القائم على نوع الجنس، لمختلف أفراد ووحدات الألوية المتكاملة التابعة للقوات المسلحة لجمهورية الكونغو الديمقراطية المنتشرة في الجزء الشرقي من جمهورية الكونغو الديمقراطية، وذلك في إطار الجهود الدولية الأوسع نطاقا لدعم إصلاح قطاع الأمن;	2
"ويعترف مجلس الأمن بالتمثيل الناقص المستمر للمرأة في عمليات السلام الرسمية ويساوره قلق عميق إزاء العقبات والتحديات المستمرة الناجمة عن حالات مثل العنف ضد المرأة، والاقتصادات والهياكل الاجتماعية المحطمة، وانعدام سيادة القانون، والفقر، ومحدودية فرص الحصول على التعليم والموارد الأخرى، ومختلف أشكال التمييز والقوالب النمطية.	1
وفي 11 تشرين الثاني/نوفمبر، اتخذ المجلس القرار 2183 (2014)، بأغلبية 14 صوتا مؤيدا وامتناع عضو واحد عن التصويت، ومدد المجلس بموجبه ولاية قوة تحقيق الاستقرار المتعددة الجنسيات في البوسنة والهرسك (قوة الاتحاد الأوروبي في ألثيا) لمدة 12 شهرا أخرى.	2
ويعمل مركز تنسيق الأعمال المتعلقة بالألغام الذي أنشئ حديثاً على تعزيز المعلومات المتعلقة بالتلوث بالألغام والاستجابة لها، ورفع مستوى السلامة لموظفي الأمم المتحدة العاملين في الميدان وتقديم الدعم التقني والمادي لبرامج الأعمال المتعلقة بالألغام في الصحراء الغربية.	2
ودون إنشاء أي التزام دولي جديد، يكرر هذا الصك غير الملزم التزام الدول بضمان احترام القانون الإنساني الدولي وقانون حقوق الإنسان الدولي وتنفيذه من خلال التشريعات الوطنية، ويركز على دور الدول في إتاحة سبل انتصاف كافية وفعالة وسريعة ومناسبة، بما في ذلك التعويضات للضحايا.	2
أطلق رجال هذه المركبات والجنود الموجودون في الشارع النار على مركبات الشرطة، ما أدى إلى إصابة أحد ضباط الشرطة الوطنية في الشرطة الوطنية في ساقيه.	1
"ويكرر مجلس الأمن دعوته جميع الأطراف في النزاعات المسلحة، بما في ذلك الأطراف من غير الدول، إلى الامتثال التام لأحكام ميثاق الأمم المتحدة وقواعد القانون الدولي ومبادئه، ولا سيما القانون الإنساني الدولي، وحسب الاقتضاء، قانون حقوق الإنسان وقانون اللاجئين، وإلى تنفيذ قرارات مجلس الأمن ذات الصلة تنفيذا كاملا.	4
وقد عُدل النظام في القرارين 1333 (2000) و 1390 (2002) لفرض ثلاثة تدابير محددة الأهداف (تجميد الأصول وحظر السفر وحظر الأسلحة) ضد الأفراد والكيانات المرتبطة بطالبان والقاعدة.	1
60. ومن المهم بصفة خاصة تطوير تبادل عملي للآراء بين مجلس الأمن والجمعية العامة بشأن وقف التدفقات غير المشروعة للأسلحة والذخيرة إلى مناطق الأزمات والصراعات.	1
يتشرف فريق الدعم التحليلي ورصد الجزاءات المنشأ عملا بقرار مجلس الأمن 1526 (2004) والممدد بموجب قراري مجلس الأمن 1617 (2005) و 1735 (2006) بشأن تنظيم القاعدة وحركة الطالبان وما يرتبط بهما من أفراد وكيانات، بأن يحيل إليكم تقريره السابع، وفقا للقرار 1735 (2006).	4
7. ستواصل المديرية التنفيذية تعزيز تعاونها مع هيئات الأمم المتحدة ذات الصلة، بما في ذلك فريق الدعم التحليلي ورصد الجزاءات المنشأ عملا بقرار مجلس الأمن 1526 (2004) وفريق الخبراء الذي يساعد لجنة مجلس الأمن المنشأة عملا بالقرار 1540 (2004)، وكذلك مع مختلف المنظمات الدولية والإقليمية ودون الإقليمية، بما في ذلك في سياق زيارات اللجنة إلى الدول.	2
(أ) مراجعة القوانين الجنائية من أجل ضمان تجريم الجرائم في كل فئة من الفئات المحددة على النحو الصحيح، وسن أحكام تشريعية لمكافحة الإرهاب، حسب الاقتضاء؛	4
ومع ذلك، يبدو أن المؤسسات المالية وغيرها من الجهات المعنية بالتنفيذ ليست على علم بذلك حتى الآن، ويوصي الفريق بأن تجد اللجنة والدول سبلاً للفت الانتباه إلى ذلك على نطاق أوسع.	4
28. رابعا، يشكل تهديدا مباشرا لسلامة وأمن أفراد البعثة.	3
ودعا المحاورون من أحزاب المعارضة والمجتمع المدني في جميع أنحاء البلاد المجتمع الدولي إلى منع تغيير الدستور. واعتبر الشركاء الدوليون أن الانتقال السلمي للسلطة أمر ضروري لتحقيق السلام والاستقرار في البلاد في المستقبل.	4
ومع ذلك، فإن المعلومات التي قدمها الشرتاي والعمدة الذين رافقوا اللجنة الوطنية، والأدلة المتوفرة تشير إلى أن جميع الأطراف كانت مسؤولة، في ظل ظروف النزاع المشتعل، عن إحراق القرى.	1
لم تتمكن الشبكة السورية لحقوق الإنسان من توثيق هذه الحالات بشكل كامل، لأنها محظورة وملاحقة من قبل قوات النظام والجماعات المتطرفة.	1
وبالنسبة لوفد آخر، لا ينبغي الخلط بين الحماية الفعالة للمدنيين وتحييد الجماعات المسلحة من خلال الأنشطة العدوانية.	3
تعرضت قرية نوري القريبة من بلدة مورني في غرب دارفور لهجوم من قبل الجنجويد والقوات الحكومية في ديسمبر/كانون الأول 2003.	1
حث [الدولة المتضررة] على أن تقوم، بالتنسيق مع المجتمع الدولي، بإجراء إصلاح شامل للشرطة والقضاء ونظم الإصلاحيات، لحماية وتعزيز حقوق الإنسان والحريات الأساسية، ووضع حد للإفلات من العقاب.	4
وفي قضية زوران كوبريشكيتش وآخرين، عرّفت الدائرة الابتدائية للمحكمة الدولية ليوغوسلافيا السابقة الاضطهاد بأنه الحرمان الجسيم أو الصارخ من حق أساسي من الحقوق الأساسية المنصوص عليها في القانون الدولي العرفي أو قانون المعاهدات على أسس تمييزية، والذي يصل إلى نفس مستوى خطورة الأفعال الأخرى المحظورة في المادة 5.	3
أما نجاحه الرئيسي الآخر فيتمثل في بقائه على قيد الحياة، لكن صفوفه آخذة في التناقص، ومع مرور الوقت، سيتم القبض على معظم قادته الرئيسيين أو قتلهم.	1
وقد رحب المكتب بتبادل الخبرات وأفضل الممارسات في مجال تعويضات الضحايا وشجع الدول الأخرى على الاستمرار في هذا المسار.	4
ويشير مجلس الأمن إلى مطالبته جميع الأطراف في أي نزاع مسلح بالامتثال التام للالتزامات المنطبقة عليها بموجب القانون الدولي المتعلقة بحماية المدنيين في النزاعات المسلحة، بمن فيهم الصحفيون والإعلاميون والأفراد المرتبطون بهم.	3
المنهجية ومنهجية التوظيف الأولويات الاستراتيجية الأربع للبعثة هي: بناء المؤسسات والقدرات على مستوى الإدارة؛ ومكافحة الجريمة المنظمة والفساد؛ وتطوير الجدوى المالية والاستدامة؛ وتعزيز استقلالية الشرطة والمساءلة.	4
4. كما أنشأ مجلس الأمن بموجب قراره 1521 (2003) لجنة للإشراف على تنفيذ التدابير. وأنشئ أيضا فريق من الخبراء لتزويد اللجنة بالمعلومات المتعلقة بتنفيذ التدابير والتقدم المحرز نحو استيفاء شروط رفع الجزاءات.	2
خلفية: يصادف عام 2014 الذكرى السنوية الخامسة عشرة لانخراط مجلس الأمن في حماية المدنيين في النزاعات المسلحة.	4
وستساعد المديرية التنفيذية اللجنة في بدء مناقشة بشأن استكشاف احتياجات الدول من المساعدة التقنية في تنفيذ القرار 1624 (2005) وتيسير تقديم هذه المساعدة، حسب الاقتضاء.	2
كان الاجتماع عبارة عن جلسة أسئلة وأجوبة إلى حد كبير، حيث ردت اللجنة الثلاثية على مداخلات أعضاء مجموعة العمل.	4
ويعرب مجلس الأمن عن قلقه بوجه خاص إزاء سحب صفة اللاجئ من [الدولة المجاورة] وما يترتب على ذلك من إنهاء المساعدة المقدمة إلى العديد من اللاجئين من [الدولة المجاورة] ... وقد تؤدي قرارات [الدولة المتضررة] في هذا الصدد إلى عودة عشرات الآلاف من الأشخاص قسرا إلى منطقة غير آمنة وغير مهيأة لاستقبالهم.	3
72. لقد قيل الكثير عن تمويل الإرهاب عن طريق المخدرات، بما في ذلك في الاتفاقيات الدولية وقرارات مجلس الأمن.	4
12. ستجري اللجنة مناقشات مواضيعية بشأن تعزيز الجهود الرامية إلى الحد من تنقل الإرهابيين بمشاركة خبراء من جميع المنظمات الدولية الفنية ذات الصلة قبل الاجتماع الاستثنائي الخامس.	2
9. يثني على السلطات اللبنانية للقرارات الشجاعة التي اتخذتها بالفعل فيما يتعلق بالتحقيق، بما في ذلك بناء على توصية اللجنة، ولا سيما اعتقال المسؤولين الأمنيين اللبنانيين السابقين المشتبه في تورطهم في هذا العمل الإرهابي وتوجيه الاتهام إليهم، ويشجع السلطات اللبنانية على مواصلة جهودها بنفس التصميم من أجل الوصول إلى حقيقة هذه الجريمة;	1
وتبعاً لظروف كل حالة، يمكن بالتالي الاشتباه في ارتكاب هؤلاء الأفراد، بموجب مبدأ العمل الإجرامي المشترك، جرائم ضد الإنسانية تتمثل في قتل المدنيين والتهجير القسري وجرائم الحرب المتمثلة في الهجمات العشوائية على المدنيين وتدمير الأعيان المدنية.	3
في مارس/آذار 2004، أفادت تقارير أن الجنجويد و150 جندياً اختطفوا واغتصبوا 16 فتاة صغيرة في كتم بشمال دارفور.	1
وينبغي القيام بمزيد من العمل لتوعية جميع الدول الأعضاء بأن جزاءات الأمم المتحدة داعمة وليست عقابية؛ وتقديم المساعدة إلى الدول الأعضاء التي تنفذ جزاءات الأمم المتحدة؛ ومراعاة حقوق الأفراد والكيانات والدول الأعضاء التي تم تحديدها لتدابير محددة الهدف مراعاة أكبر.	2
يكمن العنصر الذاتي، أو القصد الجنائي، في أن يكون الشريك على علم بأن أفعاله تساعد الجاني في ارتكاب الجريمة.	1
392. واستنادا إلى المعلومات المتوفرة لدى اللجنة، يبدو أن أعمال النهب التي يقوم بها الجنجويد أساسا في سياق الهجمات على القرى قد جرت على نطاق واسع وتغاضت عنها حكومة السودان من خلال نشر ثقافة الإفلات من العقاب والدعم المباشر للجنجويد.	1
"ويسلّم مجلس الأمن بأن الإرهاب لن يهزم بالقوة العسكرية وتدابير إنفاذ القانون والعمليات الاستخباراتية وحدها، ويؤكد ضرورة معالجة الظروف المؤدية إلى انتشار الإرهاب، على النحو المبين في الركيزة الأولى من استراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب (A/RES/60/288)، ويكرر تأكيد ضرورة معالجة العوامل التي تدفع إلى التجنيد والتطرف للإرهاب، ويسلم كذلك بضرورة اتباع نهج شامل لهزيمة الإرهاب يشمل اتخاذ إجراءات وطنية وإقليمية ودون إقليمية ومتعددة الأطراف.	1
وذكر أن تنظيم الدولة الإسلامية في العراق والشام يرتكب انتهاكات في العراق "على نطاق وخطورة كبيرين لدرجة أنها على الأرجح ترقى إلى مستوى الجرائم الدولية الخاضعة للولاية القضائية للمحكمة الجنائية الدولية".	1
