"","en_ar_GOOGLE","QuadClass"
"3409","ومع اشتداد القتال، عززت قوات الدفاع مواقعها في التلال بإرسال سفينة تابعة للبحرية إلى خليج تيبار.",1
"3410","9 - يطلب إلى لجنة مكافحة الإرهاب، بالإضافة إلى التقرير المطلوب في الفقرة 8، أن تقدم تقريرا شفويا، عن طريق رئيسها، كل 180 يوما على الأقل إلى المجلس عن العمل الشامل للجنة والمديرية التنفيذية للجنة مكافحة الإرهاب، وحسب الاقتضاء، بالتزامن مع التقارير المقدمة من رئيسي اللجنة المنشأة عملا بالقرار 1267 (1999) واللجنة المنشأة عملا بالقرار 1540 (2004)، ويشجع عقد جلسات إحاطة غير رسمية لجميع الدول الأعضاء المهتمة؛",4
"3411","يجب أن يتم أي حرمان من الحرية وفقاً لأحكام المادة 9: ويجب ألا يكون تعسفياً؛ ويجب أن يستند إلى أسس وإجراءات يحددها القانون؛ ويجب تقديم معلومات عن أسباب الاحتجاز؛ ويجب أن تكون مراقبة المحكمة للاحتجاز متاحة، فضلاً عن التعويض في حالة الانتهاك.",4
"3412","(ب) تشجيع الدول على تزويد المسؤولين المعنيين بالتدريب اللازم لتنفيذ الإطار القانوني لمكافحة الإرهاب، في مجالات مثل التحقيق والملاحقة القضائية وإصدار الأحكام وتسليم المجرمين.",2
"3413","16 - وتواصل الجماعات التابعة لتنظيم القاعدة، حركة طالبان باكستان (TTP) (QE.T.132.11)، وعسكر الطيبة، وحركة المجاهدين (QE.H.8.01) القيام بدور هام في التمرد في أفغانستان. أفغانستان.",1
"3414","أعمال التعذيب التي يرتكبها السكان المدنيون",1
"3415","وشدد السيد صديقو على أنه حتى لو تعرضت حركة الشباب لانتكاسات عسكرية، فإنها لا تزال تحتفظ بأعداد كبيرة من مقاتليها ومعداتها، لا سيما في المناطق الريفية، ورأى أن هذا ربما كان يهدف إلى مواصلة قتال غير متكافئ طويل الأمد.",1
"3416","وتجري البعثة التخطيط والتحضير للعمليات العسكرية ضد القوات الديمقراطية لتحرير رواندا، مع مراعاة الطبيعة المشتتة لهذه الجماعة وانغماسها في صفوف السكان المحليين.",1
"3417","ويدين المجلس جميع الانتهاكات الأخرى للقانون الدولي، بما في ذلك القانون الإنساني الدولي وقانون حقوق الإنسان وقانون اللاجئين، المرتكبة ضد الأطفال في حالات الصراع المسلح.",3
"3418","وهاجموا المكتب المحلي لجهاز الأمن والمخابرات الوطني، وأشعلوا النار فيه، ثم شرعوا في إطلاق النار على مكتب الاتصالات السوداني.",1
"3419","وعلى الرغم من هذا التقدم، فقد أظهرت العديد من زيارات اللجنة وحلقات العمل التي عقدت في المنطقة أن التعاون الإقليمي في مسائل مكافحة الإرهاب يحتاج إلى مزيد من التعزيز. 184. ينبغي لدول المنطقة دون الإقليمية أن تقوم بما يلي:",2
"3420","وتشارك في البعثة جميع الدول الأعضاء في الاتحاد الأوروبي البالغ عددها 25 دولة باستثناء دولة واحدة (420 ضابط شرطة) إلى جانب تسع دول مساهمة من خارج الاتحاد الأوروبي (52 ضابط شرطة).",2
"3421","ويلاحظ المجلس كذلك مع القلق التقارير التي تفيد بأن هجمات جيش الرب للمقاومة في جمهورية أفريقيا الوسطى وقعت في مناطق خارج منطقة العمليات الرئيسية لقوة الاتحاد الأفريقي.",1
"3422","وذكر والد الأسرة أنه أثناء محاولتهم الفرار من منزلهم، واجهوا ستة رجال عرب اغتصبوا ابنته البالغة من العمر 25 عاما أمامه وأمام زوجته وأطفاله الصغار.",1
"3423","وعندما يتم القبض عليهم أو إعادتهم قسراً إلى وطنهم، يقوم المسؤولون من جمهورية كوريا الشعبية الديمقراطية بإخضاعهم بشكل منهجي للاضطهاد والتعذيب والاحتجاز التعسفي المطول، وفي بعض الحالات، للعنف الجنسي، بما في ذلك أثناء عمليات التفتيش الجسدي التوغلية.",1
"3424","ومع ذلك، هناك آخرون غير مطلوبين من قبل أي وكالة لإنفاذ القانون، والذين قد لا يكون لديهم إمكانية الوصول بسهولة إلى وثائق مزورة ذات جودة كافية للبقاء على قيد الحياة من التدقيق الدقيق، والذين قد يحسبون على أي حال أن الكمية المحدودة من التفاصيل الشخصية المسجلة عنهم إن إدراجهم في القائمة يجعل من المؤكد بشكل معقول أنهم سيتمكنون من المرور عبر المراكز الحدودية باستخدام وثائقهم الأصلية دون أن يلاحظهم أحد.",1
"3425","&quot;ويؤكد مجلس الأمن أن للمنظمات الإقليمية ودون الإقليمية دورا هاما في التصدي للاتجار غير المشروع بالأسلحة الصغيرة والأسلحة الخفيفة، وضرورة أن تأخذ في الاعتبار، في ولايات عمليات حفظ السلام، حيثما يكون ذلك مناسبا، الصكوك الإقليمية التي تمكن الدول من تحديد وتعقب الأسلحة الصغيرة والأسلحة الخفيفة غير المشروعة.",4
"3426","يهيب بجميع أطراف النزاع المسلح في [البلد المتأثر]، بما في ذلك عناصر [جماعة مسلحة محددة]، أن تصدر أوامر واضحة ضد العنف الجنسي، ويهيب كذلك بتلك الأطراف أن تتعهد وتنفذ التزامات محددة بشأن التحقيق في الوقت المناسب في الانتهاكات المزعومة من أجل ومحاسبة الجناة، بما يتماشى مع قراره 1960 (2010)، وتيسير الوصول الفوري لضحايا العنف الجنسي إلى الخدمات المتاحة؛",4
"3427","وفي تلك المرحلة، يخضع المجندون لقيادة الجيش النظامي ويرتدون عادة نفس الزي الرسمي للوحدة التي يقاتلون معها.",1
"3428","8 - وستعمل المديرية التنفيذية، بالتعاون مع الجهات المانحة وغيرها من المنظمات الشريكة ذات الصلة، على تكثيف نُهجها الإقليمية ودون الإقليمية لمتابعة المبادرات التي تم إطلاقها أو التخطيط لها بالفعل في مجالات منع إساءة استخدام القطاع غير الربحي لتمويل الإرهاب والتهريب غير المشروع عبر الحدود. حركة الأموال النقدية وغيرها من الصكوك القابلة للتداول لحاملها عبر الحدود، وتعزيز قدرات ضباط الشرطة والمدعين العامين على مكافحة الإرهاب، ومراقبة الحدود وإدارتها بشكل فعال، وتعزيز التعاون بين الكيانات دون الإقليمية ذات الصلة.",2
"3429","وقد أذنت اللجنة للمفوضية السامية لحقوق الإنسان، بصفتها الأمانة المتبقية للجنة، بإتاحة الوصول إلى المواد الموجودة الموجودة في قاعدة البيانات للسلطات المختصة التي تجري تحقيقات موثوقة لأغراض ضمان المساءلة عن الجرائم وغيرها من الانتهاكات المرتكبة، وكشف الحقيقة بشأن الجرائم والانتهاكات الأخرى المرتكبة. الانتهاكات المرتكبة أو تنفيذ الجزاءات المستهدفة التي فرضتها الأمم المتحدة ضد أفراد أو مؤسسات معينة.",2
"3430","وأظهرت التسجيلات الهاتفية أربع مكالمات مع ضابط المخابرات السورية جامع جامع، في الساعة 1142 و1814 و2023 و2026. وبحسب شاهد عيان، فإن عبد العال زار مكتب جامع جامع مساء يوم التفجير عند الساعة 1930، وناقشا موضوع السيد أبو عدس.",4
"3431",":: استكشاف وتنفيذ طرق أكثر فعالية للحصول على المعلومات المفقودة",4
"3432","65 - وعقدت المديرية، بالتعاون مع مركز التعاون العالمي لمكافحة الإرهاب وبدعم من حكومتي هولندا وألمانيا، حلقة عمل دون إقليمية للدول الأعضاء في شرق أفريقيا بشأن الرصد الفعال للتحويلات البديلة لمنع إساءة استخدام تمويل الإرهاب، في عام 2018. أديس أبابا، في ديسمبر/كانون الأول 2013. وكان الهدف من ورشة العمل هو رفع مستوى الوعي بالمخاطر التي يواجهها محولو الأموال غير الرسميين الذين يمكن استخدامهم لتمويل الأنشطة الإرهابية؛ تعزيز الحوار بين الهيئات التنظيمية والمسؤولين عن إنفاذ القانون ومحولي الأموال؛ تعزيز الشمول المالي وتحديد أفضل الممارسات.",4
"3433","تم الإدلاء ببيانات افتتاحية باسم وزارة الخارجية الاتحادية لألمانيا، ورئيس اللجنة المنشأة عملا بالقرار 1540 (2004)، ومكتب شؤون نزع السلاح التابع للأمانة العامة للأمم المتحدة، والمفوضية الأوروبية، ووزارة خارجية الولايات المتحدة، المكتب الاتحادي للشؤون الاقتصادية ومراقبة الصادرات.",4
"3434","كما تناول اندلاع أعمال العنف الخطيرة في لبنان بين القوات المسلحة اللبنانية ومسلحي فتح الإسلام حول مخيمات اللاجئين الفلسطينيين.",1
"3435","حسب الاقتضاء، النظر في مدى فائدة إنشاء قوائم وشبكات من الخبراء والعمل معها داخل منظومة الأمم المتحدة وخارجها",2
"3436","ب - تشتيت مجموعات الميليشيات في إيتوري",1
"3437","وإذ يؤكد من جديد التزامه بالتسوية السياسية للصراعات في يوغوسلافيا السابقة، والحفاظ على سيادة جميع الدول هناك وسلامتها الإقليمية داخل حدودها المعترف بها دوليا،",4
"3438","30. أعادت القوات المسلحة السودانية نشر جميع قواتها من جنوب السودان، في حين ظلت نسبة إعادة انتشار الجيش الشعبي لتحرير السودان الخاضعة للمراقبة والتحقق منها عند 34.8 في المائة من القوام المعلن البالغ 59.168 فردًا.",1
"3439","377- يحظر التعذيب والمعاملة القاسية بموجب المادة 3 المشتركة بين اتفاقيات جنيف.",2
"3440","43 - وفي مشاورات غير رسمية أجريت في 2 أيار/مايو، استمع أعضاء المجلس إلى تقرير مؤقت آخر من المستشار الخاص للأمين العام، ألفارو دي سوتو، المعني بقبرص، بشأن المحادثات المباشرة الجارية بين زعيمي القبارصة اليونانيين والقبارصة الأتراك. منذ كانون الثاني/يناير عملا باتفاقهما المؤرخ في 4 كانون الأول/ديسمبر 2001.",4
"3441","17 - أعتقد أن مهمة الكشف عن مصير المفقودين من الكويتيين ورعايا الدول الثالثة مهمة ملحة ولا ينبغي أن تتأثر بالعوامل والاعتبارات السياسية.",4
"3442","وقد أجرينا اتصالات عديدة معهم على مختلف المستويات لحثهم على اتخاذ خطوات حازمة وسريعة لنزع سلاح هؤلاء الإرهابيين واعتقالهم وتسليمهم إلى بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية لمحاكمتهم على جرائم ضد الإنسانية ارتكبت على مر السنين.",4
"3443","ويشارك الفريق أيضًا بنشاط في المنتدى العالمي لمكافحة الإرهاب.",4
"3444","كما ورد ذكر تشاد وغينيا في سياق الإنذار المبكر، حيث قد يكون لتدهور الأوضاع الإنسانية آثار محتملة على الاستقرار الإقليمي.",3
"3445","ورأت الدول الأعضاء في مداخلاتها أن الإرهاب يمثل أحد أخطر التهديدات التي يتعرض لها السلام والأمن الدوليان وأن إلحاق الهزيمة به يتطلب جهدا منسقا متواصلا.",4
"3446","(أ) التشجيع على وضع أهداف قابلة للقياس للحد من العنف المسلح؛",2
"3447","(أ) المشاركة بشكل أكثر نشاطًا مع المنظمات الدولية والإقليمية العاملة في المنطقة (بما في ذلك منظمة معاهدة الأمن الجماعي، ومنظمة الأمن والتعاون في أوروبا، والهيكل الإقليمي لمكافحة الإرهاب التابع لمنظمة شنغهاي للتعاون، ومنظمة الأمن والتعاون في أوروبا). (كلية موظفي إدارة الحدود في دوشانبي، طاجيكستان) من أجل التركيز على الأنشطة الموجهة نحو التغلب على أوجه القصور وتحسين تنفيذ القرار 1373 (2001)؛",2
"3448","فمعظم الدول، على سبيل المثال، لم تقم بعد بتجريم تمويل الإرهاب وجعله جريمة أصلية لجريمة غسل الأموال.",3
"3449","تعزيز ودعم الإدارة الدقيقة للمعلومات المتعلقة بالنزاع.",2
"3450","وتشير التقارير المثيرة للقلق إلى أن أعداداً محدودة من الأطفال الذين تم إطلاق سراحهم بشكل غير رسمي من معسكرات التجميع قد أعيد تجنيدهم قسراً من قبل الجيش الماوي أو منظمات الحزب الشيوعي النيبالي (الماوي). وخلال الفترة المشمولة بالتقرير، تم توثيق 12 حالة.",1
"3451","وقد عقدنا العزم على تيسير التصدي الفعال للتهديدات العالمية في مجال عدم الانتشار من الآن فصاعدا،",4
"3452","كما أعرب عن قلقه البالغ إزاء الإجراءات الانفرادية والقيود والاستفزازات في الأماكن المقدسة في القدس.",3
"3453","وقدمت المفوضية التدريب للمسؤولين المعنيين في بيلاروسيا وأوكرانيا بهدف ضمان التنفيذ الفعال والعادل للأحكام المتعلقة بتحديد مركز اللاجئ المنصوص عليها في اتفاقية عام 1951.",2
"3454","118. بعض الظروف الأخرى التي يجب أخذها في الاعتبار فيما يتعلق بمرحلة التخطيط للجريمة هي إجراءات المراقبة التي استهدفت السيد الحريري والتي قامت بها قوى الأمن الداخلي والتنصت على هواتف السيد الحريري من قبل جهاز المخابرات العسكرية (انظر القسم المعنون &quot;التنصت على هاتف الحريري&quot; ).",1
"3455","وخلال الفترة المشمولة بالتقرير، تم الانتهاء من الاستعراض الأولي لتقييم المخاطر في كوسوفو وبدأت عملية تقييم المخاطر في جميع المناطق.",2
"3456","هناك أدلة دامغة تشير إلى أن عمليات القتل هذه كانت في معظمها غير مبررة وغير ضرورية للتعامل مع المتظاهرين.",1
"3457","وسأل أحد ضباط شرطة الأمم المتحدة عما إذا كان قد أصيب بجراح، فقيل له إن صديق السيد أمارال قُتل للتو على يد الشرطة الوطنية.",1
"3458","وبالإضافة إلى ذلك، قدم مجلس الشخصيات البارزة في 25 حزيران/يونيه إلى الحكومة الانتقالية خريطة طريق تحدد أولويات استمرار العملية الانتقالية بنجاح: الأمن العام، والعدالة، والانتخابات، والحكم السياسي، والتدابير الاقتصادية.",4
"3459","86. كشفت نتائج التحقيق الأسترالي عن: (أ) أن المجموعة كانت مسافرة إلى جدة كجزء من أداء فريضة الحج؛ (ب) لم يتم اكتشاف أي متفجرات عضوية أو غير عضوية شائعة أو بقايا ما بعد الانفجار في أي من العينات المأخوذة؛ (ج) لم يكن لأي شخص قابلته السلطات الأسترالية فيما يتعلق بهذا التحقيق أي تورط أو علم بأي تورط في اغتيال الحريري. خامساً: تحقيق اللجنة",2
"3460","38 - يؤكد من جديد أنه ينبغي لفريق الرصد أن يعمم على اللجنة كل ستة أشهر قائمة بأسماء الأفراد المدرجين في قائمة الجزاءات المفروضة على تنظيم القاعدة الذين يُقال إنهم توفوا، إلى جانب تقييم المعلومات ذات الصلة مثل شهادة الوفاة، وإلى أقصى حد ممكن. ، وحالة وموقع الأصول المجمدة وأسماء أي أفراد أو كيانات سيكونون في وضع يسمح لهم بتلقي أي أصول غير مجمدة، ويوجه اللجنة إلى مراجعة هذه القوائم لتقرر ما إذا كانت لا تزال مناسبة، ويدعو اللجنة إلى إزالة القوائم الأفراد المتوفين، حيث تتوفر معلومات موثوقة بشأن الوفاة؛",4
"3461","وذكر أن قيادة التجمع الكونغولي من أجل الديمقراطية قد استعادت سيطرتها، وأنها بصدد اعتقال معارضيها.",1
"3462","إن سياستنا في المشاركة الاستباقية لها أهداف طويلة المدى لإخراج المجتمع الأبخازي من العزلة، وتعريضه للقيم والمعتقدات الديمقراطية، والاعتراف بحقوق الإنسان الأساسية للمشردين داخليا واللاجئين، وفي المقام الأول الحق في العودة إلى ديارهم، بغض النظر عن ذلك. عرقهم، لخلق بيئة من الثقة والاحترام المتبادل.",2
"3463","وعلاوة على ذلك، تلقت اللجنة إخطارا بحظر توريد الأسلحة استنادا إلى الفقرة 13 (أ) من القرار 2009 (2011) واستجابت له، وهو إخطار لا يتطلب إخطار اللجنة لأنه يتعلق بالأعتدة غير الفتاكة المقرر توريدها إلى حكومة ليبيا.",4
"3464","ويتعين على بن لادن أن يعمل على توفير التوازن لتصرفات الزرقاوي وإظهار نفوذه العالمي المستمر من خلال شن هجمات مذهلة في أماكن أخرى، وبالتالي السماح له باستعادة المسار الاستراتيجي الذي حدده قبل خسارة قاعدته في أفغانستان في عام 2001.",1
"3465","8. في 7 أيار/مايو 2005، عاد العماد ميشال عون بعد 14 عاماً في المنفى وشكل التيار الوطني الحر للمشاركة في الانتخابات التشريعية التي بدأت في 29 أيار/مايو وانتهت بعد أربع جولات في 19 حزيران/يونيه.",1
"3466","13 - يشجع حكومة بوروندي على مواصلة جهودها الرامية إلى توسيع نطاق احترام وحماية حقوق الإنسان، بما في ذلك من خلال إنشاء لجنة وطنية مستقلة لحقوق الإنسان، مع مراعاة مبادئ باريس المبينة في قرار الجمعية العامة 48/134، ويشجع كذلك عليها وضع حد للإفلات من العقاب واتخاذ التدابير اللازمة لضمان تمتع مواطنيها تمتعاً كاملاً بحقوقهم المدنية والسياسية والاجتماعية والاقتصادية والثقافية دون خوف أو تخويف، على النحو المنصوص عليه في دستور بوروندي وتنص عليه الصكوك الدولية لحقوق الإنسان، بما في ذلك تلك الصكوك. صدقت عليها بوروندي؛",4
"3467","26 - خلال الفترة المشمولة بالتقرير، وثقت البعثة المتكاملة عددا من أعمال الابتزاز التي ارتكبتها قوات الدفاع والأمن المالية، بما في ذلك الاستخدام المفرط للقوة الذي أدى إلى عمليات قتل خارج نطاق القضاء. وفي 3 أكتوبر/تشرين الأول، في بلدة جاو، أطلق حراس السجن النار على معتقل أعزل كان يستسلم بعد محاولة فاشلة للهروب من السجن. وفي 16 تشرين الثاني/نوفمبر، وفي بلدة غاو أيضاً، أطلق جندي من القوات المسلحة المالية النار بشكل عشوائي في مكان عام، مما أدى إلى مقتل رجل وإصابة خمسة آخرين.",1
"3468","&quot;ويسلم مجلس الأمن بالحاجة إلى إيلاء المزيد من الاهتمام المنهجي لتنفيذ التزامات المرأة في مجالي السلام والأمن في عمله لضمان تعزيز مشاركة المرأة في منع الصراعات وحلها وبناء السلام ومواصلة إدماج المنظور الجنساني المناسب في ولايات المجلس. وبعثات الأمم المتحدة لحفظ السلام ذات الصلة وكذلك في المجالات المواضيعية الأخرى ذات الصلة بالسلام والأمن.",4
"3469","واعتمادًا على ظروف كل حالة، يمكن بالتالي الاشتباه في هؤلاء الأفراد، بموجب مبدأ العمل الإجرامي المشترك، بارتكاب جرائم ضد الإنسانية مثل قتل المدنيين، والحبس القسري للمدنيين والتهجير القسري، وجريمة الحرب المتمثلة في قتل المدنيين، والاحتجاز القسري للمدنيين والتهجير القسري، وجريمة الحرب. تدمير الأعيان المدنية.",1
"3470","64 - ويشكل استمرار الهجمات غير المتكافئة على حفظة السلام التابعين للأمم المتحدة، فضلا عن الاغتيالات المستهدفة واختطاف المدنيين، تطورات مثيرة للقلق.",1
"3471","حركة غير منتظمة للأسلحة داخل القوات الأمنية",1
"3472","وستظل القوات التي تتألف منها القوة المتعددة الجنسيات ملتزمة بالعمل بشكل متسق مع التزاماتها بموجب القانون الدولي، بما في ذلك قانون النزاعات المسلحة.",4
"3473","وأعرب أعضاء المجلس عن قلقهم العميق إزاء التقارير التي تفيد بتجدد القتال والعواقب الإنسانية المترتبة على ذلك.",3
"3474","162. ساعد فريق الطب الشرعي الهولندي العديد من الأشخاص في إجراء التحقيق في مسرح الجريمة، على سبيل المثال، ضباط شرطة الطب الشرعي من قوى الأمن الداخلي، وفريق من الغواصين البريطانيين، وخبير فرنسي في المتفجرات، وعالم طب شرعي من أيرلندا الشمالية، ومهندس كهربائي ألماني. متخصص في أجهزة التشويش، فريق من المحققين اليابانيين في مسرح الجريمة، وخبير سيارات ألماني، وخبير سيارات هولندي، وعدد من المختصين اللبنانيين.",2
"3475",":: هناك حاجة إلى مزيد من الاتساق في إنشاء آليات تقصي الحقائق وولاياتها.",4
"3476","وفي الاجتماعات الدولية، تمكن الفريق من الحكم على مدى وعي الدولة بنظام الجزاءات دون الاستفادة من الإعداد.",4
"3477","21 - ورغم أنه تم بالتأكيد إحراز تقدم على مدى العقد الماضي، فمن الواضح أنه لا يزال هناك الكثير الذي يتعين القيام به لجعل الدول الأعضاء والمناطق آمنة من خطر الإرهاب.",2
"3478","وعرض المسؤولون وجهة نظر الحكومة وسياساتها فيما يتعلق بالنزاع في دارفور.",4
"3479","وتشمل التدابير الأخرى التي ساهمت في استقطاب المجموعتين الصراع الذي دار بين عامي 1987 و1989 حول الوصول إلى المراعي ومصادر المياه بين البدو من أصل عربي وقبيلة الفور المستقرة.",1
"3480","وبحسب ما ورد قُتل شخص واحد على الأقل وأصيب 20 آخرون خلال الاشتباكات بين شرطة مكافحة الشغب والمتظاهرين، والتي عطلت أيضًا عمليات المحاكم المتنقلة.",1
"3481","وبالإضافة إلى ذلك، يؤكد المجلس من جديد دعوته إلى تعميم مراعاة المنظور الجنساني على نطاق أوسع في جميع عمليات حفظ السلام، ويرحب بسياسات عمليات الأمم المتحدة لحفظ السلام الرامية إلى تعزيز وحماية حقوق المرأة ومراعاة المنظور الجنساني على النحو المنصوص عليه في القرار 1325 (2000).",4
"3482","دعم الأفرقة المواضيعية الجنسانية في حالات ما بعد النزاع، بالتعاون مع مستشاري الشؤون الجنسانية في بعثات حفظ السلام، وأفرقة الأمم المتحدة القطرية والوكالات والصناديق والبرامج الأخرى.",2
"3483","وأشار آخر إلى أنه يجري الاستعدادات لإنشاء مؤسسة وطنية لحقوق الإنسان.",4
"3484","وعقب المشاورات، أدلى رئيس المجلس ببيان للصحافة، دعا فيه أعضاء المجلس السلطات الإيفوارية وجميع الأطراف المعنية إلى وضع حد للعوائق التي تعترض حرية حركة القوات المحايدة، وحثوا جميع الأطراف على إظهار وضبط النفس والمسؤولية حتى تجرى الحملة الانتخابية المقبلة في أجواء سلمية وفي موعدها المقرر.",4
"3485","ويظل المجتمع الدولي ملتزما بمكافحة الإرهاب بجميع أشكاله ومظاهره، ولكن ينبغي له أن يعزز جهوده لتحقيق التنفيذ الكامل للقرارات والصكوك الدولية ذات الصلة لمكافحة الإرهاب.",4
"3486","156 - واصل الفريق تعزيز وتشجيع التبادل مع الخبراء المعينين لمساعدة لجنة مكافحة الإرهاب والمديرية التنفيذية الناشئة للجنة مكافحة الإرهاب، وشارك في ثلاثة اجتماعات للجنة قدمت فيها عروض بشأن المجالات ذات الصلة بمهمة مكافحة الإرهاب. عمل الفريق.",4
"3487","وقد قُتل ما مجموعه 103 أشخاص وجُرح 394 شخصاً في حوادث ألغام أو ذخائر غير منفجرة منذ حزيران/يونيه 1999.",1
"3488","53 - ويجري تنفيذ خطط متكاملة لدعم الانسحاب المقرر للعنصرين العسكري والمدني للبعثة في الفترة من 15 تشرين الأول/أكتوبر إلى 31 كانون الأول/ديسمبر 2010.",2
"3489","وإذ يرحب بزيادة تمثيل المرأة في البرلمان، ويشيد بالسلطات [الوطنية] ويؤكد الحاجة إلى زيادة دورها في صنع القرار فيما يتعلق بمنع النزاعات وحلها،",4
"3490","وتضم العديد من هذه الهيئات ممثلين عن المكاتب الحكومية المسؤولة عن مجالات أخرى غير إنفاذ القانون الجنائي، مثل وزارات العمل والشؤون الاجتماعية.",0
"3491","424- إن سيطرة الجنجويد على الشرطة هو اتجاه بدأ حتى قبل الأزمة الحالية ويمكن اكتشافه من خلال المعلومات التي قدمتها الحكومة نفسها.",1
"3492","&quot;ويهيب مجلس الأمن بدول المنطقة أن تواصل مساعدة بعضها البعض، إلى أقصى حد ممكن، في منع أعمال الاتجار بالمخدرات وما يتصل بذلك من جريمة منظمة عبر وطنية والتحقيق فيها ومقاضاة ومعاقبة مرتكبيها، وتقديم مرتكبي الجرائم المنظمة عبر الوطنية إلى العدالة تمويل أو تخطيط أو دعم أو ارتكاب مثل هذه الأعمال، وفقا للقانون الدولي.",4
"3493","وفيما يتعلق بشبه جزيرة القرم، أبلغ الأمين العام المساعد المجلس أنه، بالإضافة إلى انتهاكات حقوق الإنسان المبلغ عنها في السابق، حدثت زيادة في عدد حالات الاختفاء القسري، وأعرب عن قلقه إزاء اختطاف أربعة من تتار القرم خلال الفترة الشهر السابق في شبه جزيرة القرم، وتم العثور على أحدهم ميتًا.",1
"3494","وبعد اعتماد قرار مجلس الأمن 2100 (2013) الذي أنشأ البعثة المتكاملة مع دعم الحفاظ على الثقافة كجزء من ولايتها، واصلت اليونسكو العمل مع شركاء الأمم المتحدة لدمج حماية التراث الثقافي في عملية حفظ السلام وجهود الإنعاش.",2
"3495","27 - ومع بداية هطول الأمطار، حدث انخفاض عام في أعمال العنف بين القبائل، ولا سيما الغارات على الماشية والصراعات على مناطق المياه والرعي.",1
"3496","يمكنهم تدريب المجندين والابتكار في التخطيط للهجوم وتنفيذ الهجمات. ويواصل تنظيم Lashkar-e-Tayyiba (QE.L.118.05) توفير التدريب المتقدم للإرهابيين، بما في ذلك التدريب على الأجهزة المتفجرة المرتجلة. لا يزال تنظيم القاعدة في شبه الجزيرة العربية (QE.A.129.10) يشكل مصدرا رئيسيا للابتكار التكنولوجي.",1
"3497","واستهدفت عمليات الإعدام بإجراءات موجزة جماعة ناندي العرقية والأقزام، الذين أُجبروا على الفرار إلى الغابة للمرة الأولى هرباً من الاضطهاد بسبب تعاونهم المزعوم مع التجمع الكونغولي من أجل الديمقراطية/حركة التحرير.",1
"3498","(ج) تعزيز برامج الرقابة القضائية على أنشطة الشرطة وتشجيع الحوار المستمر مع الآليات الدولية والإقليمية ذات الصلة بهدف ضمان الامتثال للالتزامات الدولية في مجال حقوق الإنسان في سياق مكافحة الإرهاب.",2
"3499","وخلص التحقيق الفني، من بين أمور أخرى، إلى أن الضرر الذي لوحظ في الجزء الأمامي من الطائرة يبدو أنه يشير إلى أن الطائرة قد اخترقتها عدد كبير من الأجسام عالية الطاقة من خارج الطائرة.",2
"3500","وحتى في تلك الدول، لاحظت المديرية التنفيذية الاهتمام بأربعة مجالات رئيسية للحكومة - وهي تعزيز نظم مراقبة الحدود؛ بناء قدرات أنظمة العدالة الجنائية لضمان تطبيق سيادة القانون؛ وتحسين التنسيق وتبادل المعلومات بين الوكالات الوطنية ذات الصلة؛ ويبدو أن تعزيز التعاون المؤسسي عبر الحدود مع الدول المجاورة له تأثير كبير للغاية على قدرات مكافحة الإرهاب. ويصدق هذا حتى عندما تظل التنمية في القطاعات الأخرى محدودة نسبيا.",2
"3501","9 - وقضت المحكمة المحلية في الأصل بأن الحكومة لم تثبت أن فرع مؤسسة الحرمين في هولندا، المنفصل والمستقل عن المنظمة الدولية، قد دعم الإرهاب.",3
"3502","ووقعت سلسلة من الحوادث المعزولة تتراوح بين التفجيرات والتدريبات المزعومة المرتبطة بتنظيم القاعدة في جنوب أفريقيا.",1
"3503","ولكن إلى حد ما، تمكن تنظيم القاعدة من التعافي من خسارة أفغانستان كقاعدة تدريب للإرهاب من خلال استغلال الوضع في العراق.",1
"3504","ومن شأن تأجيل عملية تحديد المركز في المستقبل أن يعزز هذا الإرهاق ويضعف قدرة المجتمع الدولي على إجراء هذه العملية.",0
"3505","ويقول الصوماليون المطلعون وغيرهم ممن لديهم معرفة وثيقة بالتطورات على الجانبين، فيما يتعلق باحتمالات حدوث مواجهة عسكرية، إن المسألة ليست ما إذا كانت ستحدث، بل متى.",3
"3506","[ج] يدعو [البعثة] إلى تعزيز قدرتها على إدارة الصراعات من خلال استكمال استراتيجيتها المتكاملة في أقرب وقت ممكن لدعم آليات حل النزاعات القبلية المحلية من أجل تحقيق أقصى قدر من الحماية للمدنيين؛ يرحب بوضع استراتيجية شاملة بشأن حماية المدنيين ويشجع [البعثة] على مواصلة وإكمال عملها بشأن الاستراتيجية في الوقت المناسب؛ ويدعو [البعثة] مرة أخرى، بما يتماشى مع ولايتها وقدراتها الحالية، إلى القيام بدوريات نشطة في المناطق المعرضة بشدة لخطر الصراع المحلي.",4
"3507","وستواصل البعثة، بالتعاون مع فريق التنفيذ الرفيع المستوى التابع للاتحاد الأفريقي وشركاء دوليين آخرين، جهودها لمساعدة الأطراف على كسر الجمود الحالي.",4
"3508","(أ) ضمان حماية المدنيين، بمن فيهم العاملون في المجال الإنساني، المعرضين لخطر وشيك بالعنف الجسدي؛",2
"3509","جيم - التحديات القانونية للجزاءات 50 - الفريق على علم بـ 15 دعوى قضائية مرفوعة في جميع أنحاء العالم للطعن في تنفيذ الدول الأعضاء لبعض جوانب الجزاءات التي فرضتها الأمم المتحدة على تنظيم القاعدة وحركة طالبان.",1
